video_id,desc,harmful,reasoning
7522871370028420374,fit check with @guessjeans 🌟 #GUESSJEANSpartner,not harmful,"The description is promoting a fashion brand and does not contain any references to harmful content such as disordered eating, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525995841090276630,#parati #fyp #duo #fiesta el récord del todo el verano!!!🫡👑,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a celebratory or fun post about a summer event."
7525260952149724438,7525212935514279190 7525223131305315606 7525123049939537174 7520987959496248598 7525208850471865622 7524864087948381462 7525215853508414742 7525276314199149846 7524331948597054742 7525246802530962710 7525246904108633366 Le parole da padre di @RealEmisKilla confronti di @Lazza🥹 // #emiskilla #lazza #sansiro #discorso #concertolazza #trapvibes #lazzalive Delusione totale Tony Quando lo farà? 👀 #anna #verabaddie #lazza #sansiro #locura #locuratour #concertirap #rapitaliano #rap #milano Anna Lazza San Siro @shivaofficial @Laura Maisano #milano #perteeee 🧠 #perteeee #fyp #viral @Capo Plaza @Lazza #sansiro #lazza #live #concerto #capoplaza #perte Mancava qualcuno? Scrivi 3 nomi😅 #lazza #ospiti #sansiro #milano #concerto #stadio #tour #artisti Le canzoni non sono in ordine#tonyboy #tour #scaletta#uforiatonyboy #uforia ospiti lazza san siro 2025❤️ #sansiro #lazza #rapitaliano #lazzaconcerto #milano #lazzalive,not harmful,"The video descriptions appear to be related to music concerts and artists, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526210308453551382,"vai a correre dicevano, può solo farti che bene 😅",not harmful,"The description suggests going for a run, which is generally a healthy activity. The use of an emoji indicates a light-hearted tone, and there is no indication of harmful content related to the provided framework."
7525771619768306966,Che bellina che è 🥹🥰💕#concertoultimo #ultimo #ultimostadi2025 @Ultimo @givemetartare,not harmful,"The description appears to be expressing admiration or affection for a concert or artist, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525144376725589270,CIAOOO,not harmful,"The description ""CIAOOO"" is simply a greeting and does not contain any content that falls under the harmful content framework."
7524759459491581206,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7524290275536063766,Molto meno sbatti di un materassino mega ingombrante 😍 #tiktokshopitalia,not harmful,"The description appears to be promoting a product related to convenience, likely a smaller or more portable alternative to a large mattress. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524339237777378582,,unclear,"I'm sorry, but it seems like there is no video description provided for me to classify. Could you please provide the description you would like me to evaluate?"
7498753653856144662,"7520980545577274646 7522765493099351318 7525134025938193686 7524620946909465878 BUCHTELN 280ml latte 550gr farina 00 70gr zucchero 90gr burro 20gr lievito di birra fresco 1 uovo 2gr sale 60gr marmellata Per ricoprire 30gr burro fuso Zucchero a velo #buchteln #ricettabuchteln #brioches #ricettabrichesfacili #briochesmarmellata #ricettealtoadige #altoadige #austria #briochesfarcite #focaccinedolci#ricettafacile#ricettadolcefacile #ricettaveloce #fattoincasa #homemade #italianrecipe #italianfood #recipe #ricottaegrano Borbonese 2025 autunno inverno ✨ Nuovo tutorial uncinetto- Attaccare la clic clac al corpo della borsa 💕 Ti mostriamo come attaccare la chiusura a molla al corpo della clutch in modo semplice e perfetto 👜🧶 Lo sappiamo: è la parte che fa dannare più di tutte… ma con questo tutorial sarà finalmente chiaro e fattibile anche per chi è alle prime armi! 💥 Salva il video, condividilo con chi ama creare borse handmade e… via di uncinetto! #knityourself #uncinetto #tutorialuncinetto #clutchhandmade #borsauncinetto #chiusuramolla #crochetlove #handmadeitalia #passionecraft #filatidapaura #fattoamano#crochettutorial chi ha la mamma è ricco e non lo sa La mia felicità 🤩",not harmful,"The video descriptions provided are related to cooking recipes, crochet tutorials, and a general expression of happiness. They do not contain any content that falls under the harmful categories outlined in the framework."
7525050398047030550,@cam👩🏼‍🦰,not harmful,"The description ""@cam👩🏼‍🦰"" does not contain any content that falls under the harmful content framework categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a simple username mention with an emoji."
7525233806333316374,Grazie Jacopo ❤️❤️ #lazza #liveshow #milano #concerto #spotify #sansiro,not harmful,"The description appears to be about a live music show or concert, which does not fall under any of the harmful content categories listed."
7525052521291910422,#gym #fyp #gymtok #viral_video,not harmful,"The description does not indicate any harmful content related to the specified categories. It appears to be related to fitness or gym activities, which are generally not harmful."
7524784757763312918,Il volo alla fine non era programmato 😂 #anni90 #mamme,not harmful,"The description appears to be a lighthearted or humorous reference to an unplanned flight, possibly in the context of a nostalgic or family-related theme. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525793072060337410,@Viola Silvi 💛,not harmful,"The description ""@Viola Silvi 💛"" does not contain any content that falls under the harmful categories listed in the framework. It appears to be a simple mention or tag of a user, possibly with a positive emoji, and does not suggest any harmful themes or activities."
7525406297777261846,Top 3 posti in cui andrei a fare un ape a Milano,not harmful,The description is about places to have an aperitif in Milan and does not contain any harmful content as per the framework provided.
7524589178399558934,È sempre il momento dei pettegolezzi,not harmful,"The description translates to ""It's always gossip time,"" which does not fall under any of the harmful content categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7519115597695683862,7524759459491581206 7525112110028819734 7521440390684085526 7500226093463440662 7509135099699449110 7524281859744894210 7523570418498735382 7524924661658930454 Io bestemmio sempre. #angeloduro #angelodurotiktoker #neiperte #foryou #enriquemanguez #veo #veo3 #viralvideos #vira #ai #gemini #nei #virale #viraleee #viralditiktok #andiamoneiperte #tik_tok #tiktokviral #neiperteee Papino facciamo la torta a mammina❤️ #perte #pasticceria #maggio #pastiera #pastieranapoletana #donne #neiperte #festadellamamma #mamma #xikers #straykids #enhypen #cravity #8turn #riize #epex #allhours #tiktok #kpop #meme Il mio voto della terza media #esamediterzamedia IG: GIOHSTO,not harmful,"The descriptions provided do not contain any references to harmful content as defined by the framework. They appear to be general, non-explicit content related to social media trends, baking, and personal experiences."
7523578425597103373,#tiktok #foryou #outdoors #fishingtips #viral #viralvideo #fishingmaster,not harmful,"The description promotes outdoor activities and fishing tips, which do not fall under any of the harmful content categories listed."
7525502735421164822,Ah,not harmful,"The description ""Ah"" is vague and does not contain any explicit or implicit references to harmful content as defined by the framework."
7524028000715705622,Non aspettavo altro che vedere la reazione di Vincenzo😂,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a lighthearted or humorous statement about someone's reaction."
7526135440949218582,4 giorni di questa mini polpetta sono così innamorata,not harmful,"The description appears to be expressing affection or love, possibly towards a pet or a small child, and does not contain any harmful content as per the provided framework."
7523870811963493634,la nostra quarta estate,not harmful,"The description ""la nostra quarta estate"" translates to ""our fourth summer"" in English. It does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524353496242523415,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525137586877173014,Poi siamo andati da tigotà e mi ha chiesto se anche lì vendessero scarpe perché non ci era mai andato 😭😭😭😭😭😭😭😭😭😭 #perte #fy #virale #myshayla,not harmful,"The description is a light-hearted and humorous anecdote about a shopping experience, with no reference to any harmful content as defined by the framework."
7525214372327705878,Non è comunque cambiato nulla ma va be 💔 #temu #macchina #macchinarotta #incidente #macchinagialla #ammaccatura #aggiustaremacchina #motore,not harmful,"The description appears to be about a car accident or damage to a car, which does not fall under any of the harmful content categories listed. It does not promote dangerous activities, self-harm, or any other harmful behavior."
7524648549766712598,Che bello scegliere l’arredamento per la nuova casa insieme 🤭🫶🏽 Inspo🫶🏽 @Dayoung Clementi 🌴,not harmful,"The description is about choosing furniture for a new home, which is a positive and non-harmful activity. It does not contain any references to harmful content as defined by the framework."
7526165377357761814,Questa cosa del Skibidiboppi ci sta sfuggendo di mano u 😅 #skibidiboppi #forzanapoli,not harmful,"The description appears to reference a trend or meme (""Skibidiboppi"") and a sports team (""forzanapoli""), which do not fall under any of the harmful content categories listed. There is no indication of harmful themes such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525120138346122518,datemi due settimane😂,not harmful,"The description ""datemi due settimane😂"" (which translates to ""give me two weeks😂"") does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a lighthearted or humorous statement."
7525173379477867798,MA LA BELLEZZA DI QUESRO RAGAZZO!!! Voglio i suoi capelli ! Ahha aiutatemi a trovarlo pls,not harmful,"The description expresses admiration for someone's appearance and a desire to find them, which does not fall under any of the harmful content categories listed."
7525530334570482966,"New season, new hair, same goals 😎",not harmful,"The description is a positive and motivational statement about personal goals and a change in hairstyle, with no reference to any harmful content."
7526281674116599062,😂 #perte #mamma #viral_video#commedia,not harmful,"The description uses hashtags related to comedy and does not indicate any harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a lighthearted or humorous video."
7525280058068536598,"7523936373267565846 7515806686557244694 7520064978364222742 7523256012904631574 7525122652877442326 7521412956723121421 7514779197265464598 7525241467753876758 7524733560079535382 7524353245121088790 7523998178308328712 L’entrata di Sfera 🤯 #lazza #sansiro #locura #locuratour #concertirap #rapitaliano #rap #milano Lazza Live San Siro Piove Sfera Ebbasta Lorenzo🩵 #noflop #viral #fyp #insigne #torontofc #napoli  #sscnapoli #luchè #nessuna Kvara 🥹💙 #kvaratskhelia #sscnapoli #calcio #viral Un peu matrixée par la musique de Tate 😔 @tate mcrae #pourtoi #fyp #f1 #formule1 #formulaone #ferrarif1 #ferrari #cars #automobile Risposta a @federicarpe #dieta #ricettelight #allenamento #gymtok the f1 soundtrack 🤌🏼 #f1 #newyork #nyc #newyorkcity #inspo #formula1 E se Carlos Alcaraz fosse semplicemente più forte di Jannik Sinner? Vediamo i precedenti tra i due. A Wimbledon la possibilità di sfidarsi su un’altra superficie: l’ultima volta vinse Sinner 🌿 Dopo la finale di Roland Garros, vinta al quinto dallo spagnolo, il dibattito è aperto più che mai. ⬇️chi è più forte? #sinner #alcaraz #rolandgarros #tennis #atp Tiji 💔#lazza #sansiro #acmilan #reijnders This plot twist>> #harrypotter #harrypotteredit #hpedit #edit #hp #severussnape @.sarahtoscano. sin dall’inizio 🥹 #fyp F1Kids #f1 #f1tiktok #britishgp #formula1 #fyp",not harmful,"The video descriptions provided are related to music concerts, sports events, and general entertainment content. They do not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525116360251182358,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525036627371101462,Piccreee,not harmful,"The description ""Piccreee"" does not indicate any harmful content based on the provided framework. It does not reference any mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525969031724027158,dalla faccia di Maya… ig:michelemazzonii,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a simple mention of a person's face and an Instagram handle."
7524633008939224342,“Giacomino mi fai i capelli devo andare a mare!”🌊 Ci è venuto a trovare GioGio della @Pasticceria Cuciniello Scafati #foxbarberlife #napoli #neiperte #viral #perte #pasticceriacuciniello,not harmful,"The description appears to be about a visit to a barber and a pastry shop, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525846202538265878,chi paga????,not harmful,"The description ""chi paga????"" (which translates to ""who pays????"" in English) does not contain any content related to the harmful categories listed, such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a general or humorous question without context."
7524013420719475990,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525589366220000534,🚘🚘🚘 #parati #humor #mojadas #coche #amigas @Valeria Medina @aleecanoo_ @Sofia Arnau,not harmful,"The description appears to be related to a humorous or light-hearted video involving friends and a car, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524729889195347222,Abbiamo provato un po’ di headshots con il team 😂 #stuntmilano #stuntman #team #funny #headshots #headshotschallenge,harmful,"The use of ""headshots"" and ""headshotschallenge"" suggests a potentially dangerous activity or challenge, which could involve hitting or targeting the head, posing a risk of harm."
7526937258897739030,bell'idea......,not harmful,"The description ""bell'idea"" (which translates to ""good idea"" in English) does not contain any content related to the harmful categories listed, such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526946789207903510,#chiarafacchetti @Chiara Facchetti,not harmful,The description does not contain any language or references that suggest harmful content according to the provided framework. It appears to be a simple mention or tag of a user.
7526246537375190278,#charevelacao 🩷💙,not harmful,"The description ""#charevelacao 🩷💙"" suggests a gender reveal party, which is generally a celebratory event and does not fall under any of the harmful content categories listed."
7526202804948536598,Hahahahaha i love this trend #fyp,not harmful,The description is vague and does not reference any specific harmful content or themes. It simply expresses enjoyment of a trend without any indication of harmful behavior or themes.
7526943912662027542,"con tutto il rispetto per Brad Pitt e, ma qua siamo in forma smaliante, con grandi risultati e in piene forze😏",not harmful,The description appears to be a light-hearted comment about being in great shape and does not contain any references to harmful content as defined by the framework.
7526670715777551638,A’chiena #capagna #chiena #achiena #acqua #neiperte #achiena,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be related to a cultural or local event involving water, which is not inherently harmful."
7526510817370524950,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7526615233520061718,Quando ti ferma la Finanza... ☠️ #anpion98 #motovlog #mt09 #biker #bikersoftiktok #bikelife #divertenti,not harmful,"The description appears to be about a humorous or entertaining encounter with financial authorities, likely related to a motorbike vlog. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526536592266235158,pt2 @Cristiano🌓 @Fabio Ferrucci,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a mention of users or creators, which is not inherently harmful."
7526973477438459158,esperienza #perte #trekking #dolomiti #auronzo #trecimedilavaredo #cinesi #grotta,not harmful,"The description appears to be about a trekking experience in the Dolomites, specifically at Tre Cime di Lavaredo, and includes hashtags related to the location and activity. There is no indication of harmful content related to the specified categories."
7526558288289303831,Time flies💨,not harmful,"The description ""Time flies💨"" is vague and does not contain any content that falls under the harmful categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526590499357052182,Scambio a mano fuori lo stadio! #concertoultimo,not harmful,"The description refers to a meeting outside a stadium, likely for a concert, and does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526122349804915990,👅👅,not harmful,The description consists only of emoji and does not explicitly suggest any harmful content as defined by the framework.
7527328321701481750,Finalmente il momento é arrivato.,not harmful,"The description ""Finalmente il momento é arrivato"" (translated to ""Finally the moment has arrived"") does not contain any content related to the harmful categories listed, such as disordered eating, self-harm, mature themes, or misinformation. It appears to be a neutral statement."
7526278304085675286,🛬,not harmful,"The description ""🛬"" is simply an emoji of an airplane landing and does not contain any harmful content as per the provided framework."
7526570064632483094,Solo i migliori al #diverlandwaterpark  #fyp #trend #azul @ginevra @beatrice  @Leonardo Monni @tommaso.sardano @tikitok mattia tuveri @Rakele,not harmful,The description appears to be promoting a visit to a water park and includes hashtags and mentions of other users. There is no indication of harmful content related to the specified categories.
7526610866733681942,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7526459933156478230,Il vento non lo aiutava per niente 🤣@B A G U S,not harmful,"The description appears to be light-hearted and humorous, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526112688666135830,non è convinta #foryou #mamma #perte #viralvideos,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a general or humorous video likely involving a mother, which is not inherently harmful."
7526663027203034390,"In provincia di Imperia, in Liguria, è spuntata una pianta piuttosto insolita tra la vegetazione dell’area verde accanto al Comando della Polizia Municipale 👮🍁",not harmful,"The description mentions an unusual plant growing near a police station, which does not fall under any of the harmful content categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526482541109529878,Da umile civile era il mio sogno😂🥰#perte#carabinieri#fidanzatadiuncarabiniere👮🏻#cc#caserma#lidodeicarabinieri#car#concorsi#esercito#militari,not harmful,The description appears to be about a personal dream or aspiration related to being a civilian or connected to the military or police force. It does not contain any harmful content as per the specified framework.
7526803072446762248,rồi song #thichxedep,not harmful,"The description appears to be in Vietnamese and translates to ""then song #likenicecars."" It does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525768267659644182,Quando sono al Tortuga faccio un backflip ⚡️ #fyp #backflip #surf,not harmful,"The description mentions performing a backflip, which is a physical activity, but it does not suggest any dangerous or harmful behavior, nor does it fall under any of the harmful content categories listed."
7525851208477576470,Non so cosa sia successo…😅 sai dove andare💙🤍👈🏽 - ⭐️@🧡 thereal.diabla 🖤 - 👤@Joe Di Marco☑️ - 👤@Papi Rodriguez official,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a casual or humorous statement without any explicit or harmful implications."
7526964038979341590,tiktok aiutami😂😂 #fyp #viral #perte #help #lignano,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a lighthearted or humorous post, as indicated by the use of emojis and hashtags."
7524745710844038422,Eh no la mia cover dei Labubu 🩵 #sarachehaipresotuttoelhaibuttatovia,not harmful,"The description appears to be about a cover song and does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524118947382168854,Ulcinj with a view ✨,not harmful,"The description ""Ulcinj with a view ✨"" does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a simple description of a location or scenery."
7526490754290650390,🤣🤣 #fyp #jet2holidays,not harmful,"The description contains emojis and hashtags related to holidays, with no indication of harmful content as per the framework."
7525132552395394336,#nolapolicianooo👮👮 #nolapolizianoooo #santamariadafeira🇵🇹,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a playful or humorous reference to police, likely in a non-threatening context."
7526499207184780566,"🏡 Che casa 🤩 ⛲️ Prossima volta alla reggia di Caserta, dentro! #caserta #reggiadicaserta #campania #napoli #naples #italia #italy #casa #house #villa #giardino #garden #parco #park #adventure #avventura #soldi #money #business #perte #foru",not harmful,"The description is about visiting a location in Italy and does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526251206549736726,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7526995650865630486,le cose cambiano con l'educazione,not harmful,"The description translates to ""things change with education,"" which is a positive statement promoting the value of education and does not fall under any harmful content categories."
7526091654718065942,the turtle woman 🐢,not harmful,"The description ""the turtle woman 🐢"" does not suggest any content related to the harmful categories listed, such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a playful or humorous reference without any indication of harmful content."
7526613231490600214,"giuro non è come sembra, non potrei vivere senza un caso disperato no? 🤦🏼‍♀️💕 @Cristiano🌓",not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a personal or humorous statement without harmful implications."
7526638263625420054,siamo orgogliosi in casa Fenino #wimbledon #wimbledon2025,not harmful,"The description appears to be about pride in a sports context, specifically related to Wimbledon, and does not contain any harmful content as per the framework provided."
7526635976454720790,The moment belongs to Jannik Sinner 🇮🇹🏆 #Wimbledon #tennis #JannikSinner,not harmful,"The description is about a tennis player, Jannik Sinner, and his achievement at Wimbledon. It does not contain any harmful content as per the specified framework."
7526959127499705622,#janniksinner #sinner #wimbledon,not harmful,"The description appears to reference a tennis player and a tennis tournament, which does not fall under any of the harmful content categories listed."
7525447695784348983,ugh #nodoor #fyp #relatable @_veraschepp,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a general, relatable post without context indicating harm."
