filename,prompt_method,elapsed_time_processor,elapsed_time_generate,response
7528391792278899990.mp4,simple_prompt,1.0498859882354736,3.7457942962646484,not harmful
7528421461162282262.mp4,simple_prompt,1.1102852821350098,3.706374168395996,not harmful
7528685120945966358.mp4,simple_prompt,1.3397984504699707,4.8400185108184814,not harmful
7529247827004869920.mp4,simple_prompt,2.0296928882598877,5.595865964889526,not harmful
7529607971307867447.mp4,simple_prompt,2.8072094917297363,6.364382982254028,not harmful
7529659133415525654.mp4,simple_prompt,0.9770965576171875,3.202913761138916,not harmful
7529854406465015062.mp4,simple_prompt,1.5509626865386963,5.187715768814087,not harmful
7530259258202443030.mp4,simple_prompt,1.7901861667633057,7.120740652084351,not harmful
7530306163804523798.mp4,simple_prompt,2.439079999923706,5.81706690788269,not harmful
7530376607287086359.mp4,simple_prompt,1.8980443477630615,5.826049089431763,not harmful
7530534267160399126.mp4,simple_prompt,0.5326223373413086,1.7681095600128174,not harmful
7530587705231674646.mp4,simple_prompt,0.823706865310669,2.68460750579834,not harmful
7530807033600232726.mp4,simple_prompt,0.6836662292480469,2.206876516342163,not harmful
7531071828878429462.mp4,simple_prompt,0.8441550731658936,2.5560195446014404,not harmful
7531304252568767766.mp4,simple_prompt,0.36435699462890625,0.912865161895752,not harmful
7531347646338862369.mp4,simple_prompt,0.7176170349121094,2.56766939163208,not harmful
7531673034499837206.mp4,simple_prompt,1.3696539402008057,5.1554858684539795,not harmful
7531730961151692054.mp4,simple_prompt,0.6819171905517578,2.192580461502075,not harmful
7531755225275763990.mp4,simple_prompt,2.177302360534668,5.982132911682129,not harmful
7531860491245800726.mp4,simple_prompt,0.5079987049102783,1.75386643409729,not harmful
7532077184995839254.mp4,simple_prompt,2.689605474472046,5.833717107772827,not harmful
7532105932562517270.mp4,simple_prompt,0.7508203983306885,2.3077261447906494,not harmful
7532199191431613719.mp4,simple_prompt,6.261343002319336,5.92936897277832,not harmful
7532208154524929302.mp4,simple_prompt,1.3238451480865479,4.428616285324097,not harmful
7532208700942077190.mp4,simple_prompt,2.2620115280151367,6.197734117507935,not harmful
7532508942467960086.mp4,simple_prompt,18.30598258972168,5.774453163146973,not harmful
7532540325403970838.mp4,simple_prompt,0.9287655353546143,3.394054651260376,not harmful
7532546674804198678.mp4,simple_prompt,24.74516534805298,5.918638467788696,not harmful
7532815389860957462.mp4,simple_prompt,0.5789062976837158,2.117244243621826,not harmful
7532848173333810455.mp4,simple_prompt,0.9006314277648926,2.2297656536102295,not harmful
7532898336269962518.mp4,simple_prompt,4.542152404785156,4.4433770179748535,not harmful
7532922930603379990.mp4,simple_prompt,2.3046436309814453,4.640138626098633,not harmful
7533219228753677573.mp4,simple_prompt,2.136617660522461,4.754584550857544,not harmful
7533287854575750423.mp4,simple_prompt,2.1188902854919434,4.632159233093262,not harmful
7533361070161874198.mp4,simple_prompt,0.9784936904907227,2.028517961502075,not harmful
7533569458548329750.mp4,simple_prompt,0.53951096534729,1.1322221755981445,not harmful
7533599474694884630.mp4,simple_prompt,8.80599570274353,4.585269451141357,not harmful
7533620398542310678.mp4,simple_prompt,1.2736515998840332,2.808889150619507,not harmful
7534094634469821718.mp4,simple_prompt,4.253672122955322,4.417094707489014,not harmful
7534636428534320406.mp4,simple_prompt,1.2756016254425049,3.083406448364258,not harmful
