video_id,desc,harmful,reasoning
7525050398047030550,@cam👩🏼‍🦰,not harmful,"The description ""@cam👩🏼‍🦰"" does not contain any language or references that fall under the harmful content categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a simple username mention with an emoji."
7524290275536063766,Molto meno sbatti di un materassino mega ingombrante 😍 #tiktokshopitalia,not harmful,"The description appears to be promoting a product related to convenience, likely a smaller or more portable alternative to a large mattress. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7493857857083870497,"7517473695380540702 7525765117477195030 7525795931141180727 7525793376600427798 WVA clears 🥱 I #woutvanaert #mathieuvanderpoel #rondevanvlaanderen #parisroubaix Faxuty Is The Best Fortnite Player 🤣 #fortnite #fortnitepro #fortniteclip #fortnitecompetitive #faxuty @faxuty One of the best time trials of all time #tadejpogacar #pogacar #tdf #edit #cycling #cyclingedit #fyp What’s that #cycling #cyclinglife #relatable #fyp #roadbike #pov #funny #bikes Faster than the elite men 🤯 Max Alran went fastest in the junior men’s qualifying, in front of Asa Vermette. Both would have qualified in 1st and 2nd for the elite men 🙌🏻",not harmful,"The video descriptions focus on sports, gaming, and cycling, which are not related to any harmful content categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525233806333316374,Grazie Jacopo ❤️❤️ #lazza #liveshow #milano #concerto #spotify #sansiro,not harmful,"The description appears to be about a live music show or concert, which does not fall under any of the harmful content categories listed."
7525793072060337410,@Viola Silvi 💛,not harmful,"The description ""@Viola Silvi 💛"" does not contain any content that falls under the harmful categories listed in the framework. It appears to be a simple mention or tag of a user, possibly with an emoji, and does not suggest any harmful themes or activities."
7525502735421164822,Ah,not harmful,"The description ""Ah"" is vague and does not indicate any harmful content based on the provided framework."
7524401381256465686,Polizia Stradale: Un poliziotto tenta di segnalare un tamponamento a catena allo svincolo di Nocera,not harmful,"The description appears to be about a police officer attempting to manage a traffic incident, which does not fall under any of the harmful content categories listed."
7526135440949218582,4 giorni di questa mini polpetta sono così innamorata,not harmful,"The description appears to be expressing affection or love, possibly towards a pet or a small child, and does not contain any harmful content as per the provided framework."
7522507818218360086,Tall Girl 💅 #fyp #tallgirl,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a simple reference to height, which is not inherently harmful."
7525052521291910422,#gym #fyp #gymtok #viral_video,not harmful,"The description suggests content related to fitness or gym activities, which does not fall under any of the harmful content categories listed."
7525406297777261846,Top 3 posti in cui andrei a fare un ape a Milano,not harmful,"The description is about places to have an aperitif in Milan, which does not fall under any of the harmful content categories listed."
7524784757763312918,Il volo alla fine non era programmato 😂 #anni90 #mamme,not harmful,"The description appears to be a lighthearted or humorous reference to an unplanned event, possibly related to a flight or travel, and includes hashtags about the 1990s and mothers. There is no indication of harmful content based on the provided framework."
7526202804948536598,Hahahahaha i love this trend #fyp,not harmful,The description is vague and does not reference any specific harmful content or themes. It simply expresses enjoyment of a trend without any indication of harmful behavior or themes.
7524589178399558934,È sempre il momento dei pettegolezzi,not harmful,"The description translates to ""It's always gossip time,"" which does not fall under any of the harmful content categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526231835630636310,"Massive #Yacht Battles Wind & Waves in Poreč, Croatia 🌊⛈️ #croatia  #rain #fypviral",not harmful,"The description refers to a yacht navigating through wind and waves, which is a common maritime scenario and does not fall under any of the harmful content categories such as disordered eating, self-harm, or mature themes. It does not contain any shocking, graphic, or exploitative content, nor does it promote addiction or misinformation."
7526234388783303958,Ke fortunaaa tesorjo 🍖 @sirja telhaj,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a playful or affectionate message without context indicating harm."
7524354696849460503,"Con la tattica del prezzo sbagliato, spariscono le indecisioni! 😂✨",not harmful,The description appears to be a humorous take on a sales tactic and does not reference any harmful content as defined by the framework.
7525875310387023126,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525871918826753302,Non riesco a comprendere tutto questo odio..😞 #rose #blanket #flowers #bouquet #idea #perte,not harmful,"The description expresses confusion about hate and includes hashtags related to flowers and gifts, which do not fall under any harmful content categories."
7525969031724027158,dalla faccia di Maya… ig:michelemazzonii,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a simple mention of a person's face and an Instagram handle."
7525214372327705878,Non è comunque cambiato nulla ma va be 💔 #temu #macchina #macchinarotta #incidente #macchinagialla #ammaccatura #aggiustaremacchina #motore,not harmful,"The description appears to be about a car accident or damage to a car, which is not inherently harmful content. There is no indication of disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525137586877173014,Poi siamo andati da tigotà e mi ha chiesto se anche lì vendessero scarpe perché non ci era mai andato 😭😭😭😭😭😭😭😭😭😭 #perte #fy #virale #myshayla,not harmful,"The description is a lighthearted and humorous anecdote about a visit to a store, with no reference to any harmful content as defined by the framework."
7526670715777551638,A’chiena #capagna #chiena #achiena #acqua #neiperte #achiena,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be related to a cultural or local event involving water, which is not inherently harmful."
7525120138346122518,datemi due settimane😂,not harmful,"The description ""datemi due settimane😂"" (which translates to ""give me two weeks😂"") does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a lighthearted or humorous statement."
7526246537375190278,#charevelacao 🩷💙,not harmful,"The description ""#charevelacao 🩷💙"" suggests a gender reveal party, which is generally a celebratory event and does not fall under any of the harmful content categories listed."
7523870811963493634,la nostra quarta estate,not harmful,"The description ""la nostra quarta estate"" translates to ""our fourth summer"" in English. It does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525530334570482966,"New season, new hair, same goals 😎",not harmful,"The description is a positive and motivational statement about personal change and goals, with no reference to any harmful content."
7525173379477867798,MA LA BELLEZZA DI QUESRO RAGAZZO!!! Voglio i suoi capelli ! Ahha aiutatemi a trovarlo pls,not harmful,"The description expresses admiration for someone's appearance and a desire to find them, which does not fall under any of the harmful content categories listed."
7525589366220000534,🚘🚘🚘 #parati #humor #mojadas #coche #amigas @Valeria Medina @aleecanoo_ @Sofia Arnau,not harmful,"The description includes hashtags related to humor and cars, and mentions friends. There is no indication of any harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524648549766712598,Che bello scegliere l’arredamento per la nuova casa insieme 🤭🫶🏽 Inspo🫶🏽 @Dayoung Clementi 🌴,not harmful,"The description talks about choosing furniture for a new home, which is a positive and non-harmful activity. There is no mention of any harmful content as per the framework provided."
7524350409587084566,#partoriscenotteprimadellenozzedellasorella #sorelleinospedale #matrimonio,not harmful,The description appears to be about a personal or family event related to a wedding and does not contain any references to harmful content as defined by the framework.
7525116360251182358,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7526937258897739030,bell'idea......,not harmful,"The description ""bell'idea"" (which translates to ""good idea"" in English) does not indicate any harmful content based on the provided framework. It lacks context that would suggest it involves any of the harmful categories."
7526494678363950369,"Queste le prime immagini del piccolo Allen, 5 anni, dopo il ritrovamento. Il bimbo era scomparso lo scorso 11 luglio da un campeggio di Ventimiglia. A trovarlo sono stati Dario Mattiauda e Dario Campione, membri della Protezione civile antincendio boschivo Riviera dei Fiori - Pompeiana.",not harmful,"The description provides information about the safe recovery of a missing child, which is not harmful content. It does not contain any elements of the harmful content framework such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525036627371101462,Piccreee,not harmful,"The description ""Piccreee"" does not provide any context or indication of harmful content based on the provided framework. It does not reference any themes related to mental health, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526086824318553366,#seguimisevuoi❤️❤️❤️❤️❤️❤️❤️ #seguimisevuoi #seguimi #neiperteeeee #neiperte #xrteee #perte #viralesvideo #viral #virale #voliamo #voliamoneiperte #voliamoneiperteeee #voliamoneiperte✈✈🦁 #voliamoneiperte❤️,not harmful,"The description consists of hashtags and emojis that do not indicate any harmful content. There is no mention of any themes related to mental health, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524729889195347222,Abbiamo provato un po’ di headshots con il team 😂 #stuntmilano #stuntman #team #funny #headshots #headshotschallenge,not harmful,"The description suggests a humorous or light-hearted video involving a team trying out headshots, likely in a photography or acting context, as indicated by the hashtags. There is no indication of harmful content such as violence, self-harm, or mature themes."
7525499368191855894,31 anni di differenza e sono io la vecchia 🧓 #amore #love #coppia #agegap #couplegoals #boyfriend #fidanzati #fidanzato #oldermen #agegapcouple #AgeGapLove,not harmful,"The description discusses an age gap in a relationship, which is not inherently harmful. It does not contain any references to the harmful content categories outlined in the framework."
7524633008939224342,“Giacomino mi fai i capelli devo andare a mare!”🌊 Ci è venuto a trovare GioGio della @Pasticceria Cuciniello Scafati #foxbarberlife #napoli #neiperte #viral #perte #pasticceriacuciniello,not harmful,"The description appears to be about a visit to a barber and a pastry shop, with no indication of harmful content related to the specified categories."
7525114524895137037,#travel #thailand #thailandtravel #funny #funnyvideos #creatorsearchinsights,not harmful,"The description is related to travel and humor, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525846202538265878,chi paga????,not harmful,"The description ""chi paga????"" (which translates to ""who pays????"" in English) does not contain any content related to the harmful categories listed, such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a general question or statement without harmful implications."
7526153762008894743,Bentornato in #seriea Ciro ❤️ #SerieA #tiktokfootball #tiktokcalcio #footballedit #immobile #meme,not harmful,"The description is related to football (soccer) and does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525420247810051350,"tra biondi c’è intesa, ci capiamo meglio. Questo duo vi piace? 🥰💕 @domenicoespositooo_",not harmful,"The description appears to be about a duo or partnership and does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526946789207903510,#chiarafacchetti @Chiara Facchetti,not harmful,The description does not contain any language or references that suggest harmful content according to the provided framework. It appears to be a simple mention or tag of a user.
7526943912662027542,"con tutto il rispetto per Brad Pitt e, ma qua siamo in forma smaliante, con grandi risultati e in piene forze😏",not harmful,"The description appears to be a light-hearted or humorous comment about being in great shape or form, possibly in comparison to a celebrity. It does not contain any harmful content as per the specified framework."
7526510817370524950,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7526615233520061718,Quando ti ferma la Finanza... ☠️ #anpion98 #motovlog #mt09 #biker #bikersoftiktok #bikelife #divertenti,not harmful,"The description appears to be about a humorous or entertaining encounter with financial authorities, likely related to a motorcycle vlog. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526536592266235158,pt2 @Cristiano🌓 @Fabio Ferrucci,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a mention of users or creators, which is not inherently harmful."
7526973477438459158,esperienza #perte #trekking #dolomiti #auronzo #trecimedilavaredo #cinesi #grotta,not harmful,"The description appears to be about a trekking experience in the Dolomites, which is a popular mountain range in Italy. It includes hashtags related to the location and activity, and there is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525573634211990817,"Chilling footage from an old Italian village: the woman dressed in black is about to be possessed by a dark spirit haunting this family home. Suddenly, she levitates while clutching her neck, then is violently thrown across the room by the demon. Family members flee in terror as demonic Latin words echo through the house. Locals say the spirit appeared after the tragic death of the great-grandfather, and it’s been haunting the family ever since. This haunted house holds secrets no one dares uncover. #Paranormal #Possession #HauntedHouse #Evil #horrortok #horror @hailuoai_official",harmful,"The description contains strong and frightening imagery, such as possession, levitation, and violent actions by a demon, which can be disturbing to minors. It falls under the category of shocking and graphic content."
7526558288289303831,Time flies💨,not harmful,"The description ""Time flies💨"" is vague and does not contain any references to harmful content as defined by the framework. It does not suggest any mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526590499357052182,Scambio a mano fuori lo stadio! #concertoultimo,not harmful,"The description refers to a meetup outside a stadium, likely for a concert, and does not contain any references to harmful content as defined by the framework."
7525118386003627286,POV : Bambole in camerino 💃🏽👯 @marianadamico #casaaprimavista #amiche #ballerine #risate #divertimento,not harmful,"The description suggests a lighthearted and fun scenario involving friends dancing and having a good time. There is no indication of any harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525877803401907458,Ma anche dopo un’ora eh… @laurafinozzi,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a casual or humorous remark without context indicating harm."
7526122349804915990,👅👅,not harmful,The description consists of emoji that do not inherently suggest any harmful content or themes outlined in the framework.
7527328321701481750,Finalmente il momento é arrivato.,not harmful,"The description ""Finalmente il momento é arrivato"" (translated to ""Finally the moment has arrived"") is vague and does not contain any explicit or harmful content based on the provided framework."
7526101249452674326,L’Amore 🧡,not harmful,"The description ""L’Amore"" (which means ""Love"" in Italian) does not indicate any harmful content related to the specified categories. It appears to be a positive or neutral expression."
7526220244042534166,Toglietegli temu Perfavore,not harmful,"The description is in Italian and translates to ""Please remove them."" Without additional context, it does not appear to fall under any of the harmful content categories listed."
7526278304085675286,🛬,not harmful,"The description ""🛬"" is simply an emoji of an airplane landing and does not contain any harmful content as per the provided framework."
7526570064632483094,Solo i migliori al #diverlandwaterpark  #fyp #trend #azul @ginevra @beatrice  @Leonardo Monni @tommaso.sardano @tikitok mattia tuveri @Rakele,not harmful,The description appears to be promoting a visit to a water park and includes hashtags and mentions of other users. There is no indication of harmful content related to the framework provided.
7526610866733681942,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525592369954295042,sto male #perte #fyp #vacanzastudio @Capo Plaza,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a casual or promotional post, likely related to music or a vacation."
7526904281962679574,"7526811871643585814 7527334118410013974 7526960950197423416 7522926836096011542 7526924466249682198 7525935755064102175 7517332662231502102 7522506680563797270 7516628859622526230 7526167096946937110 7527348728328654103 #corpo #benessere #domande #curiosità #chiara @Chiara Cainelli Le intenzioni di Giorgia prima che diventasse presidente del consiglio.... Poi sono evaporate!!! #tik_tok #voliamoneiperte #roxannapsyco🐾🐾🐾 #neiperteee #governomeloni #giorgiamelonidimettiti #italia #invalidità #pensione 📲 SPID sta per andare in pensione… arriva la CIE! Inizia il passaggio ufficiale verso la Carta d’Identità Elettronica come strumento principale per accedere ai servizi online della Pubblica Amministrazione. ✅ Più sicura ✅ Riconosciuta in Europa ✅ Non scade quando cambi gestore Nel video @Jafarrooo ti spiega cosa cambia, i pro e i contro, e come attivarla in pochi minuti. 📌 Avvertenza: lo SPID non sparisce subito, ma conviene prepararsi! 👉 Salva il post e condividilo con chi ancora non ha la CIE attiva. #CIE #SPID #CartaIdentitàElettronica #ItaliaDigitale #IdentitàDigitale #Digitalizzazione #TutorialCIE Warrior in Public #perte #budspencer Vacation attire #casual #travel #fashion#greece @Gaia 🍬 🤢 How cool is that!!! Welcome to the superyacht life Follow @topyacht Vid by @the.katrina.doyle #topyacht#yacht#yachts#boat#boats#yachtlifestyle#yachtshow#superyacht#boattrip#boatsales#billionaire#yachtdesign#sailing#yachting#superyacht#sea#yachtlife#ibiza#miami#yachtmaster#yachtcharter#boatlife#luxe#london#yachtclub#charteryacht#dubai#boating#charter #ironia Mi hanno denunciato",not harmful,"The video descriptions provided do not contain any content that falls under the harmful categories outlined in the framework. They discuss topics such as digital identity changes, fashion, and yachting, which are not harmful to minors."
7526459933156478230,Il vento non lo aiutava per niente 🤣@B A G U S,not harmful,"The description appears to be a lighthearted or humorous comment about the wind, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526274089372093718,La parte più bella è stata vedere le loro facce #lego #wedding,not harmful,"The description refers to a wedding and mentions LEGO, which is a toy brand. There is no indication of any harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524427192508484886,"7524027523265498390 7499861716579224854 7524783653126245654 7513382588657011990 7525389535036083479 7502506235149782294 7528016920642112824 7523748544004492566 7526905575523814678 7498436592361540869 7527320669508455686 7506605338414615830 7524384799755111702 7513138796842568982 Tanti auguri bambino mio🤍🤍 Mi sono emozionata tanto 😊 grazie @Viola Silvi @Cristiano🌓 @Fabio Ferrucci @The Breakfast Club 🥞 arriverò presto 💕 Che duo💣 // @Artie 5ive @Yamme🌟 // @JMP @yolo_hiphopparty @KING'S CLUB // #yamme #artie5ive #sognoamericano #artie #jesolo #neiperte #trapvibes #labellavita 1️⃣9️⃣ 🪇                                                               #fyp #duo #morad #lamineyamal #19 @gaiarago👧🏼 @Miriam💘 @rosss💋 @leleecoppola Guai #viral #fyp #🇹🇳 @md ✰ mi dispiace #viral #fyp #perte #senegal @Aboubakr 🦁 #maroco🇲🇦algeria🇩🇿tunisia🇹🇳 #italy #ghorba🗼🇫🇷👻🇪🇺🇪🇸 #roma #Roma #ناس_الغربة #🇮🇹 🇮🇹,🇬🇧,🇩🇴? supplément mariage congolais>>> #perte #dembow 🇩🇴",not harmful,The description appears to be a celebratory message with various tags and mentions of people and places. There is no indication of harmful content related to the specified categories.
7525802740962823446,#dna #moto #motorcycle #motos #motorsport #panigale #ducati #agv #ducaticorse #pirelli #bikersoftiktok #panigalev2 #agv #virale #bikers #bikerlife #bike #biker #suzukigsxr1000 #suzuki #cbr1000rr #bmw #kawasaki #ducati #yamaha #hypermotard950,not harmful,"The description contains hashtags related to motorcycles and motorsports, which do not fall under any of the harmful content categories listed in the framework. It appears to be focused on motorcycle enthusiasts and does not suggest any dangerous activities or challenges."
7526112688666135830,non è convinta #foryou #mamma #perte #viralvideos,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a general or humorous video likely involving a mother, which is not inherently harmful."
7525775639949937943,Per la prima volta nella mia carriera ho perso la pazienza 😅 Il contesto non ufficiale me lo permetteva dai…,not harmful,"The description mentions losing patience in a non-official context, which does not fall under any of the harmful content categories such as disordered eating, self-harm, or mature themes. It appears to be a light-hearted or humorous remark without any indication of harmful behavior or themes."
7524770156736744710,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7519917205090323734,,unclear,"I'm sorry, but it seems there is no video description provided for me to classify. Could you please provide the description you would like me to evaluate?"
7526663027203034390,"In provincia di Imperia, in Liguria, è spuntata una pianta piuttosto insolita tra la vegetazione dell’area verde accanto al Comando della Polizia Municipale 👮🍁",not harmful,"The description mentions an unusual plant found near a police station, which does not fall under any of the harmful content categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525794654189751574,è forse una canzone? Sono solo io?,not harmful,"The description appears to be a question about a song, which does not fall under any of the harmful content categories listed."
7526482541109529878,Da umile civile era il mio sogno😂🥰#perte#carabinieri#fidanzatadiuncarabiniere👮🏻#cc#caserma#lidodeicarabinieri#car#concorsi#esercito#militari,not harmful,The description appears to be about a personal dream or aspiration related to being a civilian or connected to the military or police force. It does not contain any harmful content as per the specified framework.
7524834361464851735,Succede… #riccione #estate #amiche,not harmful,"The description appears to be about a casual or fun event with friends, indicated by the hashtags related to a location and summer. There is no indication of harmful content based on the provided framework."
7525193240166010135,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7527637221105503510,+ loco di te..,not harmful,"The description ""loco di te"" (which translates to ""crazy about you"" in English) does not indicate any harmful content related to the specified categories. It appears to be a benign expression of affection or enthusiasm."
7526803072446762248,rồi song #thichxedep,not harmful,"The description appears to be in Vietnamese and translates to ""then finished #likenicecars."" It does not contain any references to harmful content as defined by the framework."
7526964038979341590,tiktok aiutami😂😂 #fyp #viral #perte #help #lignano,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a lighthearted or humorous post, likely intended for entertainment."
7527691009958923542,,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7526995650865630486,le cose cambiano con l'educazione,not harmful,"The description translates to ""things change with education,"" which does not fall under any of the harmful content categories listed. It promotes a positive message about the impact of education."
7527285348062235926,ig: yvng.deiv | mi sono usciti troppi edit di mike tyson #devvv,not harmful,"The description mentions edits of Mike Tyson, which likely refers to video edits or compilations of the famous boxer. There is no indication of harmful content such as violence, hate speech, or mature themes."
7525851208477576470,Non so cosa sia successo…😅 sai dove andare💙🤍👈🏽 - ⭐️@🧡 thereal.diabla 🖤 - 👤@Joe Di Marco☑️ - 👤@Papi Rodriguez official,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a generic or playful message without any explicit or harmful implications."
7527646409038908694,CI AVEVO SPERATO…,not harmful,"The description ""CI AVEVO SPERATO…"" (translated as ""I had hoped..."") does not contain any explicit or implicit references to harmful content as defined by the framework. It appears to be a vague or personal statement without context suggesting harm."
