video_id,link,desc,harmful,reasoning
7480999692629740822,https://www.tiktok.com/@temp/video/7480999692629740822,"#perderepeso #gonfioriaddominali #chiliditroppo #gonfiore #metabolismolento #metabolismo #dimagrire #dimagriremangiando #panciapiatta #dimagrireveloce #metabolismoattivo #rinascita Disclaimer Il Sistema Body Balance ti aiuta ad assumere meno calorie di quelle che bruci attraverso un'alimentazione ipocalorica, scelte alimentari più sane e una maggiore attività fisica. Potresti arrivare a perdere fino a 4-8 kg in un mese, a seconda di atto da diversi fattori I risultati sono basati su uno studio di 28 giorni e possono variare a seconda di come si segue il Sistema Body Balance, che include dieta e esercizio fisico.",harmful,"The description promotes rapid weight loss and focuses on calorie restriction, which can encourage disordered eating behaviors and unhealthy body image, especially among impressionable minors."
7505522350360775958,https://www.tiktok.com/@temp/video/7505522350360775958,"Dimagrire fino a 8 Kg in 28 giorni⁉️ Si è possibile, io ho perso 25 kg‼️ Sono passata da 98 kg a 73 kg in 3 mesi❣️ Commenta OK, correrò da te a darti tutte le info senza impegno❤️ Disclaimer*: I risultati sono e legati alla mia esperienza. Uno studio sui consumatori ha dimostrato che coloro che hanno seguito il Sistema Body Balance hanno perso trai 4 e gli 8 kg in 28 giorni. I risultati possono variare a seconda dell'aderenza al programma, che include dieta ed esercizio fisico. #perderepeso #dimagriremangiando #cambiamento #primaedopo #tornareinforma #promosale #panciapiatta",harmful,"The description promotes rapid weight loss and may encourage unhealthy dieting practices, which can contribute to disordered eating and body image issues, especially among impressionable audiences such as minors."
7339876738077429025,https://www.tiktok.com/@temp/video/7339876738077429025,Vuoi perdere peso in modo rapido ? Usa il glucomannano che è un integratore specifico per il dimagrimento #perditadipeso #integratorealimentare #glucomannano #farmacista #farmacistaconsiglia,harmful,"The description promotes rapid weight loss using a specific supplement, which can encourage unhealthy attitudes towards weight and body image, potentially leading to disordered eating behaviors."
7464921100137303298,https://www.tiktok.com/@temp/video/7464921100137303298,Risposta a @emanuelis26 quali sono i farmaci più efficaci per perdere peso nel 2025? parliamo di GLP1,harmful,"Discussing medications for weight loss can promote unhealthy body image and disordered eating behaviors, especially among minors who may be influenced by such content."
7458262513440918806,https://www.tiktok.com/@temp/video/7458262513440918806,ho perso 15 chili in soli 3 mesi mangiando #dimagrire #perderepeso #estateinforma #mammainforma #amarsi #piacersi #amati #cambiamenti #cambiamento #rimanereinforma  #dimagrire #dimagrirevelocemente #dimagriremangiando,harmful,"The description promotes rapid weight loss, which can encourage unhealthy eating habits and body image issues, especially among impressionable audiences such as minors."
7419674763750067489,https://www.tiktok.com/@temp/video/7419674763750067489,Nutrizionista #nutrizione#nutrizionistaditiktok#alimentazione,not harmful,"The description appears to be related to nutrition and does not suggest any harmful content related to disordered eating, body image, or any other category listed in the harmful content framework."
7526562321343253782,https://www.tiktok.com/@temp/video/7526562321343253782,Commenta “INFO” se vuoi perdere da 5 a 15 kg nei prossimi 90 giorni 👇 #digiunointermittente #dimagrire #dimagriremangiando #dimagrirevelocemente #perderepesovelocemente #perderepesomangiando,harmful,"The description promotes rapid weight loss and may encourage disordered eating behaviors, which can be harmful to minors' body image and health."
7466438030002261270,https://www.tiktok.com/@temp/video/7466438030002261270,Dieta chetogenica #chetosi#dietachetogenica#nutrizionista#nutrizione,not harmful,"The description discusses a ketogenic diet and nutrition, which does not fall under any of the harmful content categories listed. It appears to be informational about a specific diet type."
7478378372289023254,https://www.tiktok.com/@temp/video/7478378372289023254,"#rinascita #metabolismo #tornareinformamangiando #10kg #aiutareglialtri #dimagriremangiando #programma #gonfioreaddominale #postgravidanza #perderepeso #ritenzione #kiliditroppo Disclaimer: Il Sistema Body Balance ti aiuta ad assumere meno calorie di quelle che bruci attraverso un'alimentazione ipocalorica, scelte alimentari più sane e una maggiore attività fisica. Potresti arrivare a perdere fino a 5-7 kg in un mese, a seconda di diversi fattori I risultati sono basati su uno studio di 28 giorni e possono variare a seconda di come si segue il Sistema Body Balance, che include dieta e esercizio fisico.",not harmful,"The description promotes weight loss through healthier eating and increased physical activity, which does not fall under disordered eating or body image issues as it emphasizes a balanced approach. There is no indication of promoting harmful behaviors or unrealistic body standards."
7497990994101652758,https://www.tiktok.com/@temp/video/7497990994101652758,"Disclaimer: Il Sistema Body Balance ti aiuta ad assumere meno calorie di quelle che bruci attraverso un'alimentazione ipocalorica, scelte alimentari più sane e una maggiore attività fisica. Potresti arrivare a perdere fino a 5-7 kg in un mese, a seconda di diversi fattori I risultati sono basati su uno studio di 28 giorni e possono variare a seconda di come si segue il Sistema Body Balance.#kiliditroppo #volersibene #alimentazionesana #tornareinforma #perderepesomangiando #dimagriredopoi50 #volersibene",not harmful,"The description promotes healthier eating and increased physical activity, which are generally positive messages. It does not explicitly encourage disordered eating or unhealthy body image practices. However, it is important to ensure that such content does not promote unrealistic body standards or unhealthy weight loss methods."
7500312114255416598,https://www.tiktok.com/@temp/video/7500312114255416598,#gonfioreaddominale #panciagonfia #panciapiatta #perderepeso #puliziaintestino #kgditroppo #riattivareilmetabolismo,not harmful,"The description appears to be related to weight loss and health, focusing on topics like bloating, flat stomach, and metabolism. It does not explicitly promote disordered eating or body image issues, nor does it fall under any other harmful content categories listed. However, it is important to monitor for any underlying messages that could promote unhealthy body image or eating habits."
7516597839460338966,https://www.tiktok.com/@temp/video/7516597839460338966,"Perdere peso con i carboidrati? Facile! Perdi grasso? Dipende perché qualsiasi nutriente, se mangiato oltre il fabbisogno, fa accumulare grasso 😬 #nutrizionista #dieta #blog",not harmful,The video description discusses weight loss and nutrition in a general and informative manner without promoting disordered eating or negative body image. It does not fall under any of the harmful content categories listed.
7473855643028311318,https://www.tiktok.com/@temp/video/7473855643028311318,"Stefano De Martino e i suoi ritocchi: dalle labbra agli zigomi, fino all’otoplastica, il suo volto è cambiato nel tempo. Naturale evoluzione o qualche aiutino estetico? Scopriamo insieme i dettagli! #StefanoDeMartino #ChirurgiaEstetica #FillerLabbra #Otoplastica #ritocchi",not harmful,"The description discusses cosmetic surgery and aesthetic changes, which do not fall under the harmful content categories listed. It does not promote disordered eating, body image issues, or any other harmful behavior."
7514670590318497046,https://www.tiktok.com/@temp/video/7514670590318497046,Non serve sempre una protesi per un seno cadente. La soluzione è la mastopessi solleva e migliorare la forma in modo naturale ✨ Tu conoscevi la differenza tra mastopessi con o senza protesi? L’hai mai effettuata?🤔 #seno #naturale #mastopessi #operazione #chirurgia #chirurgiaestetica #corpoperfeito,not harmful,"The description discusses a surgical procedure (mastopexy) for breast lifting without the use of implants. It is informational and related to cosmetic surgery, which does not fall under any of the harmful content categories listed."
7528441699291401495,https://www.tiktok.com/@temp/video/7528441699291401495,"💉 È arrivato il nuovo Botox di ultima generazione: RELFYDESS. Più veloce, più duraturo, più efficace. Agisce in 24h, dura fino a 6 mesi reali e riduce il rischio di tolleranza alla tossina. Un trattamento smart, per risultati naturali e subito visibili. 📍Lo sto già usando in studio. Provalo anche tu. 👇 Scrivimi per info o prenotazioni. Il futuro del botox è già qui. #Relyfydess #Botox2025  #botox #tossinabotulinica #vip #ChirurgiaPlastica #ChirurgoPlastico #ChirurgiaEstetica #ConsigliMedici #Benessere #MedicinaEstetica",not harmful,"The description promotes a cosmetic procedure (Botox) and does not fall under any of the harmful content categories such as disordered eating, self-harm, or dangerous activities. It is an advertisement for a medical treatment and does not contain content that would be considered harmful to minors under the specified framework."
7325524911307443489,https://www.tiktok.com/@temp/video/7325524911307443489,Sai quanto costa rimuovere la pancia in Italia? Te lo spiega Max! 🧑🏻‍💼🙌🏻 #medicina #chirurgiaestetica #profmaximilian #profmaximiliancatenacci #equilibriodellabellezza #fuffachirurgia #quantocosta,not harmful,"The description discusses the cost of cosmetic surgery in Italy, which does not fall under any of the harmful content categories listed. It appears to be informational about a medical procedure rather than promoting disordered eating or body image issues."
7520694300154350870,https://www.tiktok.com/@temp/video/7520694300154350870,"💥 Da “promessa del calcio” a icona di bellezza mondiale: il cambiamento di Cristiano Ronaldo non è solo merito della palestra… 👇 Guardando bene, c’è dietro molto di più. Zigomi scolpiti, naso affinato, fronte di porcellana e una mandibola da manuale. Insomma: non siamo brutti, siamo solo poveri 😅 Ma quando l’estetica incontra i giusti ritocchi… i risultati si vedono eccome. 🎯 Tu che voto gli daresti dopo la trasformazione? #CristianoRonaldo #ChirurgiaEsteticaUomo #FillerUomo #Botox #ChirurgiaPlastica #ChirurgoPlastico #ChirurgiaEstetica #ConsigliMedici #Benessere #MedicinaEstetica",not harmful,"The description discusses cosmetic surgery and aesthetic enhancements, which do not fall under the harmful content categories listed. It does not promote disordered eating, self-harm, or any other harmful behavior. However, it does touch on body image, but in a context that is not explicitly harmful."
7527681623194684694,https://www.tiktok.com/@temp/video/7527681623194684694,"È una situazione che mi ha fatto e fa soffrire tutt’ora, vi chiedo di non essere cattivi #chirurgia #chirurgiaestetica #mastoplastica #errorimedici #errorichirurgici #fitness",not harmful,"The description discusses personal experiences with cosmetic surgery and medical errors, which may involve sensitive topics but does not fall under the harmful content categories listed. It does not promote or glorify disordered eating, self-harm, or any other harmful behavior. However, it does request kindness, indicating a potential vulnerability to harassment or bullying, but the description itself is not harmful."
7377692112726297888,https://www.tiktok.com/@temp/video/7377692112726297888,"Per la serie interventi di chirurgia estetica assurdi oggi parliamo della Toe Tuck Surgery, ossia l’intervento per “risolvere” la toebesity (obesità dell’alluce 😱😱)!! Vi aspettiamo come sempre nei commenti 💜❤️ #armocrombeauty #inpalette #armocromia #chirurgiaestetica #toebesity #consulentedimmagine",harmful,"The video description discusses a cosmetic surgery procedure for ""toebesity,"" which can promote unrealistic body image standards and encourage unnecessary surgical interventions, potentially influencing minors to have negative perceptions of their bodies."
7510327241201503510,https://www.tiktok.com/@temp/video/7510327241201503510,#duet with @dr.aldomajani_chirurgoplastico #chirurgiaestetica,not harmful,"The description does not explicitly mention or imply any harmful content such as disordered eating, body image issues, or any other categories listed in the harmful content framework. It appears to be related to cosmetic surgery, which in itself is not harmful unless promoting unrealistic body standards or unsafe practices, which is not indicated here."
7518453021194390806,https://www.tiktok.com/@temp/video/7518453021194390806,"6 weeks after V lift, Sashimi lip lift, lip lift and earlobe reduction👌 What do you think?😊 All done under local anesthesia💉 📲 If you want to make an appointment, contact us at contact@v-clinic.cz #facelift #vlift #liplift #sashimiliplift #plasticsurgery #plasticsurgeon #ventruba #vclinic #transformation #beforeandafter",not harmful,"The description discusses cosmetic surgery procedures and their results, which do not fall under any of the harmful content categories listed. It is informational and promotional in nature, targeting individuals interested in cosmetic enhancements."
7529521084937473282,https://www.tiktok.com/@temp/video/7529521084937473282,"Ecco 3 cose da sapere prima di rifarti il seno✨ C’è una grande differenza tra ciò che sogni e ciò che è davvero adatto a te. E tu, hai mai fatto un intervento di mastoplastica additiva? 🤔 #mastoplasticaadditiva #seno #chirurgia #chirurgiaestetica #intervento",not harmful,"The description discusses cosmetic surgery, specifically breast augmentation, in an informative manner. It does not promote disordered eating, body image issues, or any other harmful content categories. It appears to be aimed at providing information rather than encouraging harmful behavior."
7524370437048913174,https://www.tiktok.com/@temp/video/7524370437048913174,"Protesi ai glutei? Non servono più! Scopri il segreto per un lato B da sogno 🍑 E tu, quale metodo sceglieresti? 😍 #glutei #gluteoperfecto #bbl #corpo #grasso #chirurgiaestetica #chirurgia",harmful,"The description promotes cosmetic surgery and body modification, which can contribute to unhealthy body image perceptions and pressure to alter one's body to fit certain ideals. This can be harmful, especially to impressionable minors."
7405545761762463009,https://www.tiktok.com/@temp/video/7405545761762463009,"Alcune challenge pericolose e super virali nate su questa piattaforma. E ce ne sono di peggiori, amici. Sono TANTISSIME. #neiperte #creepyfacts #creepytok #disturbingfacts",harmful,"The description mentions ""dangerous challenges"" which can encourage risky behavior among viewers, particularly minors."
7103466836267748614,https://www.tiktok.com/@temp/video/7103466836267748614,Lo sport come arma di difesa #challenge #sport,not harmful,"The description suggests a challenge related to sports, which does not fall under any of the harmful content categories listed. It promotes physical activity and does not imply any dangerous or harmful behavior."
6920327799400123650,https://www.tiktok.com/@temp/video/6920327799400123650,"Oggi non avrei voluto leggere tutto ciò, mi si spezza il 💔 piccolo 😇 innocente 🙏😥 R.I.P. #porrefineatuttoquesto #noallechallengepericolose",harmful,"The description includes hashtags that suggest dangerous challenges, which can encourage harmful behavior among minors."
7246351462740004122,https://www.tiktok.com/@temp/video/7246351462740004122,Bruh… terrible! #challenge #death #girl #accident #scarf #game #kids #teens #blackout,harmful,"The description suggests a challenge that involves a dangerous activity, potentially leading to accidents or harm, which is not suitable for minors."
7138397465065147653,https://www.tiktok.com/@temp/video/7138397465065147653,"If you see a video of the challenge, please report it ‼️#birmingham #westmidlands #onlinesafety #parents #onlinechallenge",not harmful,"The description is encouraging viewers to report a potentially dangerous online challenge, which promotes online safety and awareness. It does not fall under any of the harmful content categories."
7462310616657644822,https://www.tiktok.com/@temp/video/7462310616657644822,"Un film da “capogiro”, letteralmente. Da vedere su paramount plus ma credo che si possa trovare anche su Tik Tok diviso in parti. TRAMA: Quando due migliori amiche scalano una torre radio abbandonata e remota, una delle più alte degli Stati Uniti per un’acrobazia da social network, si ritrovano intrappolate a più di 600 metri di altezza. Cinema, consigli cinema, film, film da vedere, recensioni film. #film #cinema #thriller #consiglifilm #fall #davedere #recensioni #cinemalover #paramountplus",not harmful,"The description discusses a film plot involving a dangerous activity (climbing a tall radio tower), but it does not encourage or depict the activity in a way that promotes imitation. It is a film recommendation and does not fall under any of the harmful content categories listed."
7523351367012846870,https://www.tiktok.com/@temp/video/7523351367012846870,"🎯 Blackout Challenge: In Italia è già successo, perché ancora nessuno si attiva per fermare queste follie? #luciacerullo #challenge #blackout #bambini #social #pericolo #fermiamolechallenge #tiktokitaliani #inghilterra #sebastian #soffocati #giocopericoloso #frammentodirealtà #italia #videoviral #viral #perte #neiperte #fyp #notizie #castelford #westyorkshire",harmful,"The description references the ""Blackout Challenge,"" which is a dangerous activity that can lead to self-harm or even death. This type of content is harmful, especially for minors, as it may encourage them to participate in risky behavior."
7207878936322264326,https://www.tiktok.com/@temp/video/7207878936322264326,"È nostro dovere, come adulti, conoscere i social, i rischi e monitorare l’uso della tecnologia. Non possiamo più evitarlo, ma è diritto dei nostri ragazzi essere ascoltati e capiti. Lasciamo che ci raccontino dei loro mondi senza aver paura del nostro giudizio #cicatricifrancesi #genitoriefigli #genitorialità #attaccamento #accudimento",not harmful,"The description discusses the importance of understanding social media and technology use among young people, encouraging open communication between parents and children. It does not fall under any of the harmful content categories listed."
6877596990742580482,https://www.tiktok.com/@temp/video/6877596990742580482,#duet with @rocketfuel69,not harmful,"The description ""#duet with @rocketfuel69"" does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, or any other dangerous or inappropriate activities. It simply suggests a collaborative or response video format common on TikTok."
7404395956147391761,https://www.tiktok.com/@temp/video/7404395956147391761,Dangerous acts shouldn't be trends...,harmful,"The description suggests that the video may involve or promote dangerous acts, which could encourage viewers, especially minors, to engage in risky behavior."
7466174234088230166,https://www.tiktok.com/@temp/video/7466174234088230166,#voliamoneiperte,not harmful,"The description ""#voliamoneiperte"" does not indicate any harmful content based on the provided framework. It does not reference any of the harmful categories such as disordered eating, self-harm, dangerous activities, or any other listed harmful content."
6921392991865228545,https://www.tiktok.com/@temp/video/6921392991865228545,"Ho cercato di immedesimarmi nella situazione dell'accaduto successo a Palermo, CONDIVIDI QUESTO MESSAGGIO. BASTA CHALLENGE PERICOLOSE.",harmful,"The description references a dangerous challenge that occurred in Palermo, which could encourage others to engage in similar risky behavior."
7143528162079608070,https://www.tiktok.com/@temp/video/7143528162079608070,Danno da attività pericolose #studiaredirittofacile #studiarediritto  #imparacontiktok #dirittoprivatoappunti #dirittoprivato #dirittopenale,not harmful,The description appears to be related to studying law and does not indicate any content related to dangerous activities or any other harmful categories listed.
7449092716434033943,https://www.tiktok.com/@temp/video/7449092716434033943,"Disclaimer: Do Not Attempt The actions depicted in this video are performed by trained professionals or under controlled conditions. Do not attempt to replicate or perform any of the stunts, activities, or behaviors shown. Attempting to imitate these actions may result in serious injury, property damage, or death. Always prioritize safety and consult with experts if you are considering engaging in any high-risk activities. Viewer discretion is advised. #Disclaimer #frankfurt #fyp #viral",harmful,"The video description suggests that it contains stunts or activities that are potentially dangerous and could lead to serious injury or death if imitated, which is harmful content for minors."
7227935672307354906,https://www.tiktok.com/@temp/video/7227935672307354906,Most dangerous activity I did in central America 😬 but loved it #volcanoboarding #centralamerica #travelcentralamerica #travellife #traveltok #yolo #extremesports #fortheplot,harmful,"The description promotes engaging in potentially dangerous activities, such as volcano boarding, which could encourage minors to partake in risky behavior without understanding the potential consequences."
7506911559289982230,https://www.tiktok.com/@temp/video/7506911559289982230,Non è detto che tutte si prestino ad attività pericolose e a ridicolizzarsi…,not harmful,"The description suggests that not everyone engages in dangerous activities or ridicules themselves, which does not fall under any of the harmful content categories listed."
7190698022567693573,https://www.tiktok.com/@temp/video/7190698022567693573,😈😈😈 @Mtb_tiktok__ @Mtb-Sport @bicycle_mafia @Cyclingworld @MTB ENDURO,not harmful,"The description appears to be related to mountain biking and cycling, which does not fall under any of the harmful content categories listed. There is no indication of dangerous activity, hate speech, or any other harmful behavior."
7320944081960488225,https://www.tiktok.com/@temp/video/7320944081960488225,"VIDEO PIÙ LUNGHI SU YT. LINK NEL PROFILO 💪🏻❤️ I tre lavori più pericolosi al mondo. Numero tre: Lavoratori sulle piattaforme petrolifere. Questo lavoro coinvolge la perforazione e l'estrazione del petrolio in mare aperto. I lavoratori affrontano rischi come esplosioni, incendi, tempeste marine e incidenti legati alle attrezzature pesanti. Numero due: Guardia carceraria. Le guardie carcerarie lavorano in ambienti ad alto rischio, gestendo situazioni stressanti e potenzialmente pericolose con detenuti. Devono affrontare continuamente minacce alla sicurezza personale. Prima di rivelare il numero, tu che lavoro fai? Secondo te è pericoloso il tuo lavoro? Fammelo sapere nei commenti. Numero uno: Pompiere paracadutista. sono specializzati in interventi in aree remote o di difficile accesso. Oltre a dover affrontare incendi, devono saltare con paracadute in zone critiche. #abissi #pesce #curiosità #fattireali #tiktokitalia #animalepiuvelocedelmondo #pericolo #horror #misteri #isole #isolaperduta #IsolePericolose #DestinazioniProibite #EsplorazioniEstreme #AvventureRischiose #IsolInaccessibili #ViaggiEstremi #RischiDellEsplorazione #TerritoriInesplorati #AvventureEstreme #viaggipericolosissimi",not harmful,"The video description discusses dangerous jobs and the risks associated with them, which is informative rather than promoting or glorifying dangerous activities. It does not fall under any of the harmful content categories listed."
7505145781263797526,https://www.tiktok.com/@temp/video/7505145781263797526,Faresti questo sport? E cosa ne pensi? #montainbike #estremo #sport #pericolo #tik_tok #video #videoviraltiktok #videoviral #videoviral #viral_video,not harmful,"The description discusses mountain biking, which is a sport and does not inherently fall under any of the harmful content categories listed. While it mentions ""extreme"" and ""danger,"" it does not promote or encourage dangerous activities or challenges in a harmful way."
7463528225784778006,https://www.tiktok.com/@temp/video/7463528225784778006,I lavori più pericolosi #lavoro #mestiere #pericoloso,not harmful,"The description discusses dangerous jobs, which does not fall under any of the harmful content categories listed. It is informative rather than promoting or depicting dangerous activities or challenges."
7224195005869460762,https://www.tiktok.com/@temp/video/7224195005869460762,Per me queste resteranno sempre giostre pericolose #piccolaapche2 #pericolo #fateattenzione #viral #verifyme #tiktokiamo #notizia,harmful,"The description suggests that the video may involve dangerous rides or activities, which could encourage risky behavior among viewers, particularly minors."
7492727135455546646,https://www.tiktok.com/@temp/video/7492727135455546646,Most dangerous job in the world #waves #ocean #northsea #horrortok #lighthousekeeper,not harmful,"The description does not fall under any of the harmful content categories listed. It appears to be about a job that is considered dangerous, but it does not promote or depict dangerous activities or challenges, nor does it contain any other harmful content."
7310322353710451973,https://www.tiktok.com/@temp/video/7310322353710451973,Dangerous jobs #views #cena #Nature #ship #ocean,not harmful,"The description does not suggest any content that falls under the harmful categories such as disordered eating, self-harm, or dangerous challenges. It appears to be about showcasing jobs that are inherently risky, which is informative rather than harmful."
7516923950991936775,https://www.tiktok.com/@temp/video/7516923950991936775,Trending Template 🔥 | #velocity #capcutvelocity #CapCut #lyrics #trendingvideo #templatecapcut #fyp #sz_template #shakeittothemax,not harmful,"The description does not indicate any content related to the harmful categories listed. It appears to be promoting a trending video template, which is generally safe for all audiences."
