video_id,harmful,reasoning
7525875310387023126,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7524834361464851735,not harmful,"The description appears to be about a summer experience with friends in Riccione, which does not indicate any harmful content under the specified framework."
7525029955865021718,not harmful,"The description ""Scappa amore veloce"" translates to ""Run away love fast"" in English. It does not contain any explicit or harmful content related to the categories outlined in the harmful content framework."
7526086824318553366,not harmful,"The description consists of hashtags that appear to be related to gaining followers and going viral, with no indication of harmful content as per the specified framework."
7524628444051737878,not harmful,"The description appears to be related to a comedic or prank video involving a fake baby shower, which does not fall under any of the harmful content categories listed. It seems to be intended for entertainment and humor without any indication of harmful or mature themes."
7524424002975108374,not harmful,"The description is playful and humorous, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525055974248598806,not harmful,"The description is light-hearted and humorous, discussing forgetfulness about one's birthday, and encourages sharing with a best friend. It does not contain any harmful content as per the framework."
7524814942776872223,unclear,"I'm sorry, but I can't classify the video descriptions without any content provided. Could you please provide the descriptions you would like me to classify?"
7519917205090323734,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7523949894432804118,not harmful,"The description ""No caption needed"" does not provide any information that suggests harmful content under the specified framework. It is neutral and does not indicate any mature themes, shocking content, or other harmful elements."
7526937258897739030,not harmful,"The description ""bell'idea"" (which translates to ""good idea"" in English) does not contain any harmful content as per the specified framework. It does not reference any mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527637221105503510,not harmful,"The description ""loco di te"" (which translates to ""crazy about you"" in English) does not contain any harmful content as per the specified framework. It does not reference any mental health issues, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526946789207903510,not harmful,"The description simply includes a hashtag and a mention of a user, without any indication of harmful content."
7526943912662027542,not harmful,The description appears to be a light-hearted comment about being in great shape and does not contain any harmful content as per the specified framework.
7526246537375190278,not harmful,"The description appears to reference a gender reveal event, which is generally a celebratory occasion and does not fall under any of the harmful content categories listed."
7526610866733681942,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Please provide the description so I can assist you further."
7526202804948536598,not harmful,The description is light-hearted and does not reference any harmful content or themes. It simply expresses enjoyment of a trend without any indication of toxicity.
7526670715777551638,not harmful,"The description appears to be a series of hashtags related to a cultural or local event involving water (""acqua"" means water in Italian). There is no indication of harmful content based on the provided framework."
7526973477438459158,not harmful,"The description appears to be about a trekking experience in the Dolomites, specifically at Tre Cime di Lavaredo, and includes hashtags related to the location and activity. There is no indication of harmful content under the specified framework."
7527328321701481750,not harmful,"The description ""Finalmente il momento é arrivato"" (translated to ""Finally the moment has arrived"") is vague and does not contain any harmful content as per the specified framework. It does not reference any mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526591486868213014,not harmful,"The video descriptions provided do not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. They primarily focus on anime, music, and fitness, which are generally safe topics for all audiences."
7526231835630636310,not harmful,"The description does not contain any harmful content as per the framework. It simply describes a yacht navigating through challenging weather conditions, which is not inherently dangerous or harmful."
7526558288289303831,not harmful,"The description ""Time flies💨"" does not contain any harmful content related to the specified categories. It is a general statement that is unlikely to be harmful to minors."
7526536592266235158,not harmful,The description simply tags two users and does not contain any harmful content or themes as outlined in the harmful content framework.
7526615233520061718,not harmful,"The description appears to be about a humorous or entertaining encounter with law enforcement while biking, indicated by the use of emojis and hashtags related to biking. There is no indication of harmful content under the specified framework."
7526510817370524950,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Please provide the description so I can assist you further."
7526590499357052182,not harmful,"The description refers to a meeting outside a stadium, likely for a concert, and does not contain any harmful content as per the specified framework."
7526494678363950369,not harmful,The description provides information about the safe recovery of a missing child and does not contain any harmful content as per the specified framework.
7526663027203034390,not harmful,"The description mentions an unusual plant growing near a police station, which does not inherently contain any harmful content as per the specified framework. There is no indication of disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526570064632483094,not harmful,The description appears to be promoting a visit to a water park and includes hashtags and mentions of friends. There is no indication of harmful content based on the provided framework.
7525573634211990817,harmful,"The description contains strong and frightening imagery, which falls under the category of Shocking and Graphic Content. This type of content can be disturbing to minors and is therefore considered harmful."
7526964038979341590,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a lighthearted or humorous post, indicated by the use of laughing emojis and hashtags like #fyp and #viral."
7526101249452674326,not harmful,"The description ""L’Amore"" (which means ""Love"" in Italian) with a heart emoji does not indicate any harmful content or themes. It is likely a positive or neutral expression related to love."
7526459933156478230,not harmful,"The description appears to be a lighthearted or humorous comment about the wind, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527691009958923542,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Could you please provide the description of the TikTok video?"
7526122349804915990,not harmful,The description consists of only emoji and does not explicitly suggest any harmful content or themes outlined in the harmful content framework.
7506916632527260946,not harmful,"The description primarily discusses video editing templates and trends without any reference to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. The mention of ""flash warning"" is a precautionary note for viewers sensitive to flashing lights, not an indication of harmful content."
7526220244042534166,not harmful,"The description is in Italian and translates to ""Please remove them."" It does not contain any harmful content as per the provided framework."
7526995650865630486,not harmful,"The description translates to ""things change with education,"" which is a positive and non-harmful statement promoting the value of education. It does not fall under any of the harmful content categories."
7527285348062235926,not harmful,"The description mentions edits of Mike Tyson, which does not inherently contain any harmful content as per the provided framework. There is no indication of disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526274089372093718,not harmful,"The description refers to a wedding and mentions LEGO, which suggests a playful or creative theme. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525802740962823446,not harmful,"The description consists of hashtags related to motorcycles and brands, which do not fall under any harmful content categories."
7526727657392852279,not harmful,"The description appears to be about music, books, and personal feelings, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526112688666135830,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a general or humorous statement likely related to a family or personal situation."
7526482541109529878,not harmful,"The description appears to be about a personal dream related to a career in law enforcement, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527646409038908694,not harmful,"The description ""CI AVEVO SPERATO…"" (translated as ""I had hoped..."") does not contain any explicit references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a vague or personal expression without context indicating toxicity."
7525193240166010135,not harmful,No video description was provided to evaluate for harmful content.
7527346847669603606,not harmful,"The description appears to be a humorous or casual request for a lifeguard, likely in a beach or pool setting, and does not contain any harmful content as per the specified framework."
7524770156736744710,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525186909996322070,not harmful,The description appears to be promoting a holiday with a travel company and does not contain any harmful content as per the specified framework.
7525489717232684310,not harmful,"The description appears to be a tribute or expression of remembrance, possibly for someone who has passed away, and does not contain any harmful content as per the specified framework."
7527600623949270293,not harmful,"The video descriptions provided do not contain any harmful content as per the framework. They discuss topics like cultural commentary, sports, and artwork, which are not harmful to minors."
7526969601960201494,not harmful,No video description was provided to evaluate for harmful content.
7525945563888520470,not harmful,"The description consists of hashtags related to a specific dog breed (Malinois) and general terms like ""playa"" and ""life,"" which do not indicate any harmful content."
7526635976454720790,not harmful,"The description is about a tennis player, Jannik Sinner, and his achievement at Wimbledon. It does not contain any harmful content as per the specified framework."
7525679427515108630,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7526627555739307286,not harmful,"The description is about horses and equestrian life, which does not fall under any harmful content categories. It is a lighthearted and positive post."
7526499207184780566,not harmful,"The description is about visiting a location in Italy and does not contain any harmful content related to the specified categories. It focuses on travel and adventure, which is suitable for all audiences."
7526613231490600214,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a lighthearted or humorous statement without any references to disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526575559833406742,not harmful,"The description is about someone finishing all the focaccia, which is a type of bread, and includes various hashtags related to gym and humor. There is no indication of harmful content under the specified framework."
7526876056326917398,not harmful,The description expresses affection towards a public figure and does not contain any harmful content as per the provided framework.
7524745710844038422,not harmful,"The description appears to be about a cover song and does not contain any harmful content as per the specified framework. It does not reference any disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525861442889846038,not harmful,The description does not contain any harmful content as per the provided framework. It appears to be a positive or motivational statement without any reference to harmful themes.
7525869783196110102,not harmful,The description only contains a username and does not provide any context or content that falls under the harmful content framework.
7526959127499705622,not harmful,"The description appears to be related to a tennis player, Jannik Sinner, and the Wimbledon tournament. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526624733253733654,not harmful,"The description appears to be a playful or humorous reference to a song or trend, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526251206549736726,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7526490754290650390,not harmful,"The description contains emojis and hashtags related to holidays, which do not indicate any harmful content under the specified framework."
7525132552395394336,not harmful,The description contains hashtags and location references without any indication of harmful content or themes.
7527299422841998614,not harmful,"The description appears to be about a location or travel experience in Croatia, specifically Zrce Beach, and does not contain any references to harmful content as outlined in the framework."
7527270262698478870,not harmful,"The description discusses labor conditions and a campaign for economic change without promoting harmful content. It does not contain any elements of the harmful content framework such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526985216129387798,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a lighthearted comment about not being included in a group due to not knowing a trend, which is not harmful or inappropriate for minors."
7527308310496808194,not harmful,"The description does not contain any harmful content related to the specified categories. It appears to be a lighthearted comment about a non-functioning accelerator, likely in a humorous or casual context."
7526502130715217174,not harmful,"The description contains hashtags related to trends, memes, and artificial intelligence, which are generally harmless and do not fall under any of the harmful content categories listed."
7526638263625420054,not harmful,"The description appears to be about pride in a family or group related to Wimbledon, which is a tennis tournament. There is no indication of harmful content under the specified framework."
7526185892407495958,not harmful,The description discusses a marriage event and does not contain any harmful content related to the specified categories.
7526917188314402050,not harmful,"The description appears to be about a fashion trend or hairstyle for 2025, which does not fall under any harmful content categories."
7526091654718065942,not harmful,"The description ""the turtle woman 🐢"" does not contain any harmful content as per the provided framework. It appears to be a playful or humorous reference without any indication of mature themes, violence, or other harmful elements."
7524367234261634326,not harmful,"The description ""Twennyfreee #fyp"" does not contain any harmful content as per the provided framework. It appears to be a playful or nonsensical phrase likely intended to engage with the ""For You Page"" (fyp) algorithm on TikTok."
7526306988985224470,not harmful,"The description appears to be a lighthearted and humorous message directed at a friend, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526212982758575415,not harmful,The description appears to be about a type of food (French toast) and includes hashtags that are likely related to trending topics or a pet (Frenchie). There is no indication of harmful content based on the provided framework.
7525146815579049238,not harmful,"The description ""Canale I Maturi!"" does not contain any explicit or implicit references to harmful content as outlined in the harmful content framework. It appears to be a channel name or a phrase in Italian, which translates to ""The Mature Channel,"" and does not inherently suggest any harmful themes."
7525447695784348983,not harmful,The description does not contain any language or hashtags that suggest harmful content related to the specified categories. It appears to be a general or humorous post without any indication of mature or dangerous themes.
7527647849748663574,not harmful,"The description discusses a complex romantic situation in a lighthearted and humorous manner without any reference to harmful content such as disordered eating, self-harm, or any other categories listed in the harmful content framework."
7524118947382168854,not harmful,"The description ""Ulcinj with a view ✨"" does not contain any harmful content as per the provided framework. It appears to be a simple, positive statement likely referring to a scenic view in Ulcinj, which is a location in Montenegro."
7527392487661407511,not harmful,"The description appears to be a playful or humorous reference to being a ""doctor"" in the field of ""trap,"" which is a genre of music. There is no indication of harmful content related to the specified categories."
7527378888473758998,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a general comment about a season finale, likely referring to a TV show or series, and does not include any mature themes, shocking content, or other harmful elements."
7526165788969946390,not harmful,"The description appears to be about a humorous or accidental situation involving people in water, with no indication of harmful or mature content."
7525812463053442326,not harmful,The description contains emojis and hashtags that do not indicate any harmful content or themes outlined in the harmful content framework. It appears to be lighthearted and does not suggest any mature or dangerous themes.
7525904006972067094,not harmful,The description contains hashtags related to technology and does not reference any harmful content or themes.
7526324072964312342,not harmful,"The description is humorous and suggests getting a good tattoo, which does not fall under any harmful content categories. It does not promote any dangerous activity or contain mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525878898891017494,harmful,"This description involves a dangerous activity that resulted in a fatal accident, which falls under the category of Shocking and Graphic Content. It may be distressing or harmful for minors to view."
7526243780597681431,not harmful,The description discusses friendship between males and females and does not contain any harmful content as per the provided framework.
7525347278152944918,not harmful,"The description does not contain any harmful content related to the specified categories. It appears to be a general tag for a video about relationships, which is not inherently harmful."
7525444232161660182,not harmful,"The description ""Ops"" is vague and does not provide any specific information that would classify it under any of the harmful content categories listed."
7525939992871374102,not harmful,"The description does not contain any harmful content as per the provided framework. It simply mentions a bonfire and tags a user, which does not imply any dangerous or inappropriate activity."
7526544240734768406,not harmful,"The description ""#fyp"" is a common hashtag used on TikTok to indicate ""For You Page"" and does not contain any harmful content."
7526139773656829206,not harmful,"The description ""@Rebecca Parziale tutto sbagliato"" does not contain any harmful content as per the provided framework. It appears to be a personal comment or opinion without any indication of harmful themes."
7526551528660864258,not harmful,"The description appears to be about a football (soccer) match or comparison between two players, Donnarumma and Kroos. It does not contain any harmful content as per the specified framework."
7525478091951492374,not harmful,No description was provided to evaluate for harmful content.
7525928336711879958,not harmful,"The video descriptions provided do not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. They appear to be related to everyday activities, humor, and cooking, which are generally safe for all audiences."
7526472476227013910,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525989188794125590,not harmful,"The description appears to be a farewell message or a travel-related post, with no indication of harmful content as per the specified framework."
7526169299715656983,not harmful,"The description ""Costruendo Ricordi 💌"" translates to ""Building Memories 💌"" in English, which does not indicate any harmful content or themes. It appears to be a positive or neutral statement likely related to creating or sharing memories."
7526890379732585751,not harmful,The description provides fashion advice related to wearing sandals and does not contain any harmful content as per the specified framework.
7526035089956949270,not harmful,"The description appears to be related to a holiday or travel experience, likely promoting a vacation or travel destination. There is no indication of harmful content based on the provided framework."
7526978795744644385,not harmful,"The description appears to be about arriving in a Bugatti, which is a luxury car, and includes hashtags related to popularity and virality. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525124533863451926,not harmful,The description contains hashtags related to pets and does not indicate any harmful content as per the harmful content framework.
7526172149518732566,not harmful,"The description ""last day here"" is vague and does not inherently suggest any harmful content or themes outlined in the harmful content framework. It could refer to a variety of non-harmful situations, such as the last day of a trip or job."
7526212535687646486,not harmful,"The description ""mamy & papy 😂🫶🏼"" is lighthearted and does not contain any harmful content as per the harmful content framework. It appears to be a playful or affectionate reference to grandparents, with no indication of mature themes, violence, or other harmful elements."
7525483661576113430,not harmful,No video description was provided to evaluate for harmful content.
7525770311413878038,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525844938588835094,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525478611101502742,not harmful,"The description includes hashtags related to Poland and a brand of alcohol, but it does not explicitly promote or encourage alcohol consumption. It appears to be a lighthearted or humorous post, likely a meme, without any harmful content."
7526893312301649174,not harmful,The description discusses personal preferences about living in different cities and does not contain any harmful content as defined by the framework.
7526184605410495766,not harmful,"The description contains hashtags related to a reality TV show and personal names, which do not inherently suggest any harmful content under the specified framework."
7526635921509190935,harmful,"The description contains a sexually suggestive comment about body image, which falls under the category of Mature Themes: Nudity and Body Exposure, Sexually Suggestive Content. This type of content can be harmful to minors."
7525218754989477142,not harmful,"The description is in Italian and translates to ""Don't name my mother 😂 #mom #for you #comedy #love."" It appears to be a lighthearted and comedic reference to a mother, with no indication of harmful content."
7526646582368865558,not harmful,"The description is about a children's room, which is a safe and non-harmful topic. There is no indication of any harmful content as per the framework provided."
7527347946677964054,not harmful,"The description appears to be lighthearted and related to a new edition of a show or event, with no indication of harmful content."
7527910323681070367,not harmful,The description appears to be about a concert experience and does not contain any harmful content as per the provided framework.
7527405052634483990,not harmful,"The description appears to reference a traffic stop involving an e-bike and does not contain any harmful content as per the specified framework. It does not mention or imply any disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7528465379417443606,not harmful,"The description is vague and does not explicitly reference any harmful content categories such as disordered eating, self-harm, or mature themes. Without additional context, it does not appear to promote or depict harmful behavior."
7528019359353048375,not harmful,"The description does not contain any harmful content as per the framework. It appears to be a personal post about a child with a medical condition, which is not inherently harmful or harmful."
7528567124323880223,not harmful,The description promotes a holiday experience and does not contain any harmful content as per the specified framework.
7529189388408917270,not harmful,"The description is humorous and light-hearted, discussing a social situation and a chance encounter. There is no mention of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7513191782197382442,not harmful,"The description does not contain any harmful content as per the framework. It appears to be a light-hearted comment about family and parenting, without any references to disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, with no harmful content present."
7529323514914950431,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a simple mention of usernames and an emoji, with no indication of mature themes, shocking content, or other harmful elements."
7529189388408917270,not harmful,"The description is humorous and light-hearted, discussing a social situation and a chance encounter. There is no mention of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529473062228462870,not harmful,"The description consists of an emoji and a username, which does not indicate any harmful content or themes as outlined in the harmful content framework."
7529323514914950431,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a simple mention of usernames and an emoji, with no indication of mature themes, shocking content, or other harmful elements."
7529189388408917270,not harmful,"The description is humorous and light-hearted, discussing a social situation and a chance encounter. There is no mention of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, and does not contain any harmful content as per the framework provided."
7528927767124151575,not harmful,The description does not contain any harmful content as per the provided framework. It appears to be related to a music group or artist and uses a common emoji without any context suggesting harmful themes.
7529323514914950431,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a simple mention of usernames and an emoji, with no indication of mature themes, hate speech, or other harmful elements."
7528805297016671543,not harmful,"The description suggests a prank, which is generally intended for humor and entertainment. It does not indicate any harmful or dangerous activity, mature themes, or other harmful content categories."
7529189388408917270,not harmful,"The description is humorous and light-hearted, discussing a social situation and a chance encounter. There is no mention of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529580978768071958,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a simple question or prompt without any indication of mature themes, shocking content, or other harmful elements."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, which does not fall under any harmful content categories."
