video_id,harmful,reasoning
7524377658268863766,not harmful,"The description appears to be lighthearted and humorous, with hashtags related to jokes, memes, and a concert. There is no indication of harmful content based on the provided framework."
7525193240166010135,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7522543187890588950,not harmful,"The description does not contain any harmful content as per the framework. It appears to be a playful or humorous reference to acquiring a storage unit, possibly related to luxury items, without any indication of promoting harmful behavior or themes."
7524049576936951062,not harmful,The description discusses living with parents and encourages sharing the sentiment with others. It does not contain any harmful content as per the specified framework.
7523623852975361302,not harmful,"The description uses humor and irony related to relationships, which does not fall under any harmful content categories."
7519144265591819542,not harmful,No description was provided to evaluate for harmful content.
7524340642877672726,not harmful,"The description is in Italian and translates to ""good life!"" with hashtags related to a future year. It does not contain any harmful content as per the specified framework."
7525044513677708546,not harmful,"The description contains hashtags related to a song or dance trend (#skibidiboppy) and a sports team or event (#forzanapoli), which do not fall under any harmful content categories."
7524005803817274646,not harmful,"The description discusses the importance of a referee being updated with new rules, which is not harmful or inappropriate content."
7524658182518476087,not harmful,"The description suggests a prank video, which is generally not harmful unless it involves dangerous activities or challenges. There is no indication of such content in the description provided."
7524390924558798082,not harmful,"The description suggests a dance video with a humorous twist, indicated by the laughing emoji and hashtag. There is no indication of harmful content based on the provided framework."
7524671734008614166,not harmful,"The description is a positive statement about grandmothers, referring to them as a treasure for humanity. It includes hashtags related to family and locations, with no harmful content present."
7525478091951492374,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Could you please provide the description of the TikTok video?"
7525444232161660182,not harmful,"The description ""Ops"" is vague and does not provide any context or content that falls under the harmful content framework categories."
7524404281768971522,not harmful,"The description ""Ti ho beccato 😅"" is in Italian and translates to ""I caught you 😅"" in English. It does not contain any harmful content as per the provided framework."
7523566359486156054,not harmful,The description simply expresses happiness and does not contain any harmful content as per the provided framework.
7524783446485519638,not harmful,"The description simply states that someone is going out for dinner, which does not fall under any harmful content categories."
7525861442889846038,not harmful,"The description appears to be a positive or neutral statement, possibly promoting a social media account, and does not contain any harmful content as per the specified framework."
7524680267118710038,not harmful,"The description contains hashtags and usernames that do not indicate any harmful content. There is no mention of any themes related to mental health issues, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525126497594543382,not harmful,"The description contains emojis and hashtags related to relationships and viral content, with no indication of harmful or mature themes."
7523677548299996438,not harmful,"The description appears to be related to a restaurant or café setting, possibly involving a waiter or waitress. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524415316340854038,not harmful,The description is vague and does not contain any explicit references to harmful content as defined by the framework. It could refer to a variety of non-harmful situations.
7523945528053468418,not harmful,"The description contains laughter and tags to other users, with no indication of harmful content or themes."
7524264973665570070,not harmful,The description does not contain any harmful content as per the provided framework. It appears to be a response to a comment or question from a previous video and does not promote or depict any dangerous or harmful behavior.
7523410669635505415,not harmful,The description is vague and does not contain any harmful content or references to the categories outlined in the harmful content framework.
7524005368129752342,harmful,"The description includes the word ""droga,"" which translates to ""drug"" in English, suggesting a reference to drugs. This falls under the category of Addiction: Drugs, which is harmful content for minors."
7523652878947470614,not harmful,The description simply suggests that there is more information available in the profile and does not contain any harmful content as per the specified framework.
7522824592474311958,not harmful,The description does not contain any harmful content or themes as outlined in the framework. It appears to be a mention or tag of other users without any context suggesting toxicity.
7525027529674083606,not harmful,"This description is a positive message celebrating a personal milestone, with no harmful content present."
7524758573315001602,not harmful,"The description is a light-hearted comment about the multiverse concept seen in memes, which does not fall under any harmful content categories."
7524770156736744710,not harmful,No video description was provided to evaluate for harmful content.
7525445462866873622,not harmful,"The description appears to be about a flood or water-related event, indicated by the hashtag #allagamento, and does not contain any harmful content as per the specified framework."
7524031359317347606,not harmful,"The description is in Italian and appears to be related to a trend or challenge, but there is no indication of harmful content such as disordered eating, self-harm, or any other categories listed in the harmful content framework."
7525166366748364054,not harmful,The description simply mentions McDonald's and uses hashtags related to it. There is no indication of harmful content or themes that would be inappropriate for minors.
7524735038009707790,not harmful,The description is positive and does not contain any harmful content as per the harmful content framework. It suggests a romantic or spiritual theme without any mature or inappropriate elements.
7524685177474354454,not harmful,"The description is in Italian and translates to ""and she always calls me when there's more fun."" It does not contain any harmful content as per the provided framework."
7524044356874177815,not harmful,The description is promoting a holiday experience and does not contain any harmful content as per the provided framework.
7526185892407495958,not harmful,The description discusses a marriage event and does not contain any harmful content as per the provided framework.
7524023357168291094,not harmful,"The description is positive and encouraging, with no reference to harmful content or themes. It appears to be related to street art, which is generally safe for all audiences."
7525347278152944918,not harmful,"The description does not contain any harmful content related to the specified categories. It appears to be a general tag for a video about relationships, which is not inherently harmful."
7525475666658135318,not harmful,The description appears to be related to football (soccer) and includes hashtags related to a football team and player. There is no indication of harmful content based on the provided framework.
7523870434933165334,not harmful,"The description is about a wedding day and includes hashtags related to marriage and couple goals, including an LGBT wedding. It does not contain any harmful content as per the framework provided."
7524022542588218646,not harmful,"The description does not contain any explicit references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a vague statement without context that does not inherently suggest harmful content."
7523986455211904279,not harmful,"The description ""#pertee"" does not contain any harmful content or themes as outlined in the harmful content framework. It appears to be a hashtag that is likely related to a trend or personal expression without any explicit or implicit harmful implications."
7525218754989477142,not harmful,"The description is in Italian and translates to ""Don't name my mother 😂 #mom #for you #comedy #love."" It appears to be a lighthearted and comedic reference to a mother, with no indication of harmful content."
7525174599995133206,not harmful,"The description is about tattoo art and does not contain any harmful content as per the specified framework. It does not promote disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525051683349515542,not harmful,The description is simply promoting a YouTube video and does not contain any harmful content as per the specified framework.
7525045824103927062,not harmful,The description provides educational content about common misconceptions regarding sore throats in summer and offers health advice. It does not contain any harmful content as per the framework.
7524044898320928022,not harmful,"The descriptions provided do not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. They appear to be related to travel and personal experiences, which are generally safe for all audiences."
7524103185456303382,not harmful,The description consists of hashtags and location references without any indication of harmful content or themes.
7525041874961403138,harmful,"The hashtag ""comefregareunapersona"" translates to ""how to trick a person,"" which suggests potential misinformation or harmful behavior. This could promote deceitful actions, which is not appropriate for minors."
7525133816533454102,not harmful,The description contains hashtags related to a dance edit and does not reference any harmful content or themes outlined in the harmful content framework.
7524726168176643350,not harmful,"The description ""Terribile"" is vague and does not provide any specific context or content that falls under the harmful content framework. It does not inherently suggest any harmful themes or activities."
7526086824318553366,not harmful,"The description consists of hashtags that appear to be related to gaining followers and going viral. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524066585233853701,not harmful,"The description contains hashtags and phrases related to video editing, travel, and motivation, without any indication of harmful content such as disordered eating, self-harm, or mature themes."
7526089595210009878,not harmful,"The description reflects on the value of life and gratitude, promoting a positive and uplifting message without any harmful content."
7525374920298188054,not harmful,"The description appears to be about dancing and supporting a national sports team, with no indication of harmful content as per the provided framework."
7524044898320928022,harmful,"The description suggests a potentially dangerous activity or challenge that could lead to physical harm, such as breaking ribs, which falls under the category of Dangerous Activity and Challenges."
7524292924507426078,not harmful,"The description simply includes a hashtag and the word ""baby,"" which does not indicate any harmful content under the specified framework."
7520995287171665154,not harmful,"The video descriptions provided are related to sports, movies, music, and general entertainment content. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7524693906202660118,not harmful,"The description ""Coincidenza da film"" translates to ""Movie-like coincidence"" and does not contain any harmful content as per the provided framework. It appears to be a light-hearted or neutral statement."
7523246058491907350,not harmful,"The description promotes a clothing item that addresses a common body comfort issue without promoting disordered eating or negative body image. It is focused on fashion and comfort, which is not harmful content."
7524415474935893270,not harmful,"The description appears to be about showcasing a new look or style in Zanzibar, which does not fall under any harmful content categories."
7522514239014112534,not harmful,"The description is about a kitchen appliance, specifically an air fryer, and does not contain any harmful content as per the framework. It discusses features of the product and is not related to any of the harmful categories."
7524020494203538710,not harmful,"The description ""#truestory"" with a username does not inherently suggest any harmful content or themes outlined in the harmful content framework. It lacks context to be classified as harmful."
7524036667099925782,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7524775660254989590,not harmful,The description is simply about going out for dinner and does not contain any harmful content as per the specified framework.
7525378106174016824,not harmful,No video description was provided to evaluate for harmful content.
7522886759479250198,not harmful,No description was provided to evaluate for harmful content.
7524312585190018327,not harmful,"The description is in Italian and translates to ""it made me laugh."" It does not contain any harmful content as per the provided framework."
7525159743791402262,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a personal or friendly message without any indication of mature themes, shocking content, or other harmful elements."
7522507818218360086,not harmful,The description simply mentions being a tall girl and includes hashtags. It does not contain any harmful content related to the specified categories.
7524401381256465686,not harmful,"The description appears to be about a police officer attempting to manage a traffic incident, which does not fall under any of the harmful content categories listed."
7524354696849460503,not harmful,"The description appears to be humorous and does not contain any harmful content related to the specified categories. It seems to be about a pricing tactic, which is not inherently harmful."
7524836677697817878,not harmful,"The description does not contain any explicit references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a general description aimed at making the video go viral."
7525382852557475094,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7519791753583512854,not harmful,The description is promoting a product purchase and does not contain any harmful content as per the specified framework.
7526937258897739030,not harmful,"The description ""bell'idea"" (which translates to ""good idea"" in English) does not contain any harmful content as per the specified framework. It does not reference any mental health issues, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527637221105503510,not harmful,"The description ""loco di te"" (which translates to ""crazy about you"" in English) does not contain any harmful content as per the provided framework. It appears to be a benign expression of affection or admiration."
7526946789207903510,not harmful,"The description simply includes a hashtag and a mention of a user, with no indication of harmful content or themes."
7526943912662027542,not harmful,The description is a light-hearted comment about being in great shape and does not contain any harmful content as per the specified framework.
7526610866733681942,unclear,"I'm sorry, but it seems like there is no video description provided for me to classify. Could you please provide the description you would like me to evaluate?"
7526670715777551638,not harmful,"The description appears to be a series of hashtags related to a cultural or local event involving water, with no indication of harmful content as per the specified framework."
7526973477438459158,not harmful,"The description appears to be about a trekking experience in the Dolomites, specifically at Tre Cime di Lavaredo, and includes hashtags related to the location and activity. There is no indication of harmful content under the specified framework."
7527328321701481750,not harmful,"The description ""Finalmente il momento é arrivato"" (translated to ""Finally the moment has arrived"") is vague and does not contain any harmful content as per the specified framework. It does not reference any mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526232685598067990,not harmful,"The video descriptions provided do not contain any harmful content as per the specified framework. They discuss general topics such as political news, a TV show recording, and opinions on personal acceptance, without any indication of disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526558288289303831,not harmful,"The description ""Time flies💨"" is vague and does not contain any harmful content related to the specified categories. It is a general statement that does not pose a risk to minors."
7526536592266235158,not harmful,The description appears to be a simple mention of usernames or tags without any context suggesting harmful content. There is no indication of any themes related to the harmful content framework.
7526615233520061718,not harmful,"The description appears to be about a humorous or entertaining encounter with law enforcement while biking, indicated by the use of emojis and hashtags related to biking. There is no indication of harmful content as per the specified framework."
7526510817370524950,unclear,"I'm sorry, but it seems there is no video description provided for classification. Could you please provide the description you would like me to classify?"
7526590499357052182,not harmful,"The description refers to meeting up outside a stadium, likely for a concert, and does not contain any harmful content as per the specified framework."
7526663027203034390,not harmful,"The description mentions an unusual plant growing near a police station, which does not fall under any harmful content categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526570064632483094,not harmful,The description appears to be promoting a visit to a water park and includes hashtags and mentions of friends. There is no indication of harmful content related to the specified categories.
7526964038979341590,not harmful,"The description contains general hashtags and a request for help in a humorous context, indicated by the laughing emojis. There is no indication of harmful content based on the provided framework."
7526459933156478230,not harmful,"The description appears to be a lighthearted or humorous comment about the wind, with no indication of harmful content or themes."
7527691009958923542,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7526122349804915990,not harmful,The description consists of emoji that do not inherently suggest any harmful content or themes outlined in the harmful content framework.
7526278304085675286,not harmful,"The description consists of an airplane emoji, which does not suggest any harmful content or themes."
7526995650865630486,not harmful,"The description translates to ""things change with education,"" which is a positive and non-harmful statement promoting the value of education. It does not fall under any of the harmful content categories."
7527285348062235926,not harmful,"The description appears to be about edits of Mike Tyson, a well-known boxer, which does not inherently contain harmful content under the specified framework."
7526482541109529878,not harmful,"The description appears to be about a personal dream or aspiration related to being a civilian or connected to the carabinieri (Italian police), and does not contain any harmful content as per the specified framework."
7527646409038908694,not harmful,"The description ""CI AVEVO SPERATO…"" (translated as ""I had hoped…"") does not contain any explicit references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a vague or personal expression of hope or disappointment without context indicating toxicity."
7527346847669603606,not harmful,"The description appears to be a humorous or casual request for a lifeguard, likely in a beach or pool setting, and does not contain any harmful content as per the specified framework."
7526969601960201494,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7526635976454720790,not harmful,"The description is about a tennis player, Jannik Sinner, and his achievement at Wimbledon. It does not contain any harmful content as per the framework provided."
7526627555739307286,not harmful,"The description is about horses and equestrian life, which does not fall under any harmful content categories. It is a lighthearted and positive post."
7526499207184780566,not harmful,"The description is about visiting a location in Italy and does not contain any harmful content as per the specified framework. It focuses on travel and adventure, which is suitable for all audiences."
7526613231490600214,not harmful,The description does not contain any harmful content as per the provided framework. It appears to be a personal or humorous statement without references to any harmful themes.
7526575559833406742,not harmful,"The description appears to be a humorous and lighthearted post about someone finishing all the focaccia, with hashtags related to gym and comedy. There is no indication of harmful content under the specified framework."
7526876056326917398,not harmful,The description expresses affection towards a public figure and does not contain any harmful content as per the provided framework.
7525869783196110102,not harmful,"The description ""@Camilla Masato"" does not contain any harmful content or themes as outlined in the harmful content framework. It appears to be a simple mention or tag of a user, which is not inherently harmful."
7526959127499705622,not harmful,"The description appears to reference a tennis player and a tennis tournament, which does not fall under any of the harmful content categories listed."
7526624733253733654,not harmful,"The description appears to be a playful or humorous reference to a song or trend, without any indication of harmful content."
7526251206549736726,not harmful,No description was provided to evaluate for harmful content.
7526490754290650390,not harmful,"The description contains emojis and hashtags related to holidays, which do not indicate any harmful content under the specified framework."
7527299422841998614,not harmful,"The description appears to be about a location or travel experience in Croatia, specifically Zrce Beach, and does not contain any references to harmful content as outlined in the framework."
7527270262698478870,not harmful,"The description discusses labor conditions and a campaign for economic change without promoting harmful content. It does not fall under any of the harmful content categories such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526985216129387798,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a lighthearted comment about not being included in a group due to not knowing a trend, which is not harmful to minors."
7527308310496808194,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a lighthearted comment about a non-functioning accelerator, likely referring to a vehicle or a metaphorical situation, without any indication of mature themes, violence, or other harmful elements."
7526502130715217174,not harmful,"The description contains hashtags related to trends, memes, and artificial intelligence, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526638263625420054,not harmful,"The description appears to be related to a sports event, specifically Wimbledon, and does not contain any harmful content as per the provided framework."
7526917188314402050,not harmful,"The description ""Corte Tendencia 2025"" appears to refer to a fashion or hairstyle trend for the year 2025. It does not contain any harmful content as per the specified framework."
7526306988985224470,not harmful,"The description appears to be a lighthearted and humorous message directed at a friend, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526212982758575415,not harmful,The description appears to be about a type of food (French toast) and does not contain any harmful content as per the provided framework.
7525447695784348983,not harmful,The description does not contain any language or hashtags that suggest harmful content related to the specified categories. It appears to be a general or humorous post.
7527647849748663574,not harmful,The description discusses a complex romantic situation in a light-hearted and humorous manner without any harmful or mature themes.
7524118947382168854,not harmful,"The description ""Ulcinj with a view ✨"" does not contain any harmful content as per the provided framework. It appears to be a simple, positive statement likely referring to a scenic view in Ulcinj, which is a location in Montenegro."
7527392487661407511,not harmful,"The description ""Dott. in scienze della trap🪤"" does not contain any harmful content related to the specified categories. It appears to be a playful or humorous reference to being knowledgeable in ""trap"" music or culture, which is not inherently harmful."
7527378888473758998,not harmful,"The description appears to be a simple announcement or excitement about a season finale, likely related to a show or series, and does not contain any harmful content as per the specified framework."
7526165788969946390,not harmful,"The description appears to be about a humorous or accidental situation involving people in water, without any indication of harmful or mature content. It does not fall under any of the harmful content categories listed."
7525904006972067094,not harmful,The description contains hashtags related to technology and does not reference any harmful content or themes.
7526324072964312342,not harmful,"The description is light-hearted and humorous, discussing tattoos in a playful manner without promoting any harmful behavior or content."
7526243780597681431,not harmful,The description discusses friendship between males and females and does not contain any harmful content as per the specified framework.
7525939992871374102,not harmful,"The description does not contain any harmful content as per the provided framework. It simply mentions a bonfire and tags a user, which does not imply any dangerous or inappropriate activity."
7526544240734768406,not harmful,"The description ""#fyp"" is a common hashtag used on TikTok to indicate ""For You Page"" and does not contain any harmful content as per the specified framework."
7526139773656829206,not harmful,"The description ""@Rebecca Parziale tutto sbagliato"" does not contain any harmful content as per the specified framework. It appears to be a personal comment or opinion without any indication of harmful themes."
7526551528660864258,not harmful,"The description appears to be related to a football (soccer) match or comparison between two players, Donnarumma and Kroos. It does not contain any harmful content as per the specified framework."
7527136471791193357,not harmful,"The video descriptions provided do not contain any harmful content as per the specified framework. They are related to entertainment, facts, and general social media content without any indication of disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7526472476227013910,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7525989188794125590,not harmful,The description appears to be a farewell or travel-related message with hashtags and mentions of users. There is no indication of harmful content based on the provided framework.
7526169299715656983,not harmful,"The description ""Costruendo Ricordi 💌"" translates to ""Building Memories 💌"" in English. It does not contain any harmful content as per the provided framework and appears to be a positive or neutral statement."
7526890379732585751,not harmful,The description provides fashion advice related to wearing sandals and does not contain any harmful content as per the specified framework.
7526035089956949270,not harmful,"The description appears to be related to a holiday or travel experience, likely promoting a vacation or destination. There is no indication of harmful content based on the provided framework."
7526978795744644385,not harmful,"The description does not contain any harmful content as per the framework. It appears to be a casual or promotional statement about arriving in a Bugatti, which is a luxury car, and includes hashtags for visibility."
7526172149518732566,not harmful,"The description ""last day here"" is vague and does not inherently suggest any harmful content under the specified framework. It could refer to a variety of non-harmful situations, such as the last day of a trip or job."
7526212535687646486,not harmful,"The description ""mamy & papy 😂🫶🏼"" does not contain any harmful content as per the specified framework. It appears to be a lighthearted or affectionate reference to grandparents, with no indication of mature themes, shocking content, or any other harmful elements."
7525483661576113430,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7525844938588835094,not harmful,No description was provided to evaluate for harmful content.
7526893312301649174,not harmful,The description discusses personal preferences about living in different cities and does not contain any harmful content as defined by the framework.
7526635921509190935,harmful,"The description contains a sexually suggestive comment about body image, which falls under the category of Mature Themes: Nudity and Body Exposure, Sexually Suggestive Content. This type of content can be harmful to minors."
7526646582368865558,not harmful,"The description is about a children's room, which is a safe and non-harmful topic. It does not contain any references to harmful content as outlined in the framework."
7527347946677964054,not harmful,"The description appears to be lighthearted and related to a new edition of a show or event, with no indication of harmful content as per the specified framework."
7525712193053134088,not harmful,"The description refers to a CGI or VFX recreation of a scene from a popular show, which is not inherently harmful. It does not promote or depict real dangerous activities, self-harm, or any other harmful content categories."
7525764595445763350,not harmful,"The description ""mi sento male"" translates to ""I feel bad"" in English. It does not explicitly reference any harmful content categories such as disordered eating, self-harm, or any other harmful themes. However, it could indicate a need for support or help, but it is not inherently harmful or harmful."
7525995255351594271,not harmful,"The description shares a positive experience related to travel and leisure activities, such as horseback riding and beach vibes, without any reference to harmful content or mature themes. The use of the word ""shittok"" is likely a playful or humorous reference to TikTok and does not imply any harmful content."
7527000433320021270,not harmful,"The description references a comedic transformation into a duck, likely related to a film or comedic content by Checco Zalone, an Italian comedian. There is no indication of harmful content under the specified framework."
7526676525752585494,not harmful,"The description is related to music and a social media challenge involving guessing a song, which does not fall under any harmful content categories."
7526169451306192150,not harmful,"The description appears to be about a face-to-face interaction, possibly an interview or conversation, and does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7525778837150387478,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a neutral or motivational statement about a challenge or activity."
7527307336709344534,not harmful,"The description appears to be a lighthearted and positive announcement about someone arriving at a villa, with no indication of harmful content or themes."
7525521942389067030,not harmful,The description is a simple expression of gratitude and does not contain any harmful content as per the specified framework.
7526520256983076118,not harmful,"The description does not contain any harmful content as per the provided framework. It appears to be a personal or affectionate message without any indication of mature themes, shocking content, or other harmful elements."
7525901699786083606,harmful,"The description includes a suggestion of self-harm (""Un piccolo volo dalle scale e… voilà: riposo forzato"") as a means to take a break, which falls under the category of Mental and Behavioural Health: Self-Harm. This could be harmful to minors who might interpret it as a viable option."
7525778068963691798,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7526517253626400022,not harmful,The description appears to be a general comment about school ending and includes popular hashtags. There is no indication of harmful content based on the provided framework.
7526898772014632214,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7528759783734693142,not harmful,"The description appears to be about a concert and does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7528191512228793622,not harmful,"The description contains hashtags that appear to be related to growth, virality, and personal content, with no indication of harmful or mature themes."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, and does not contain any harmful content as per the framework provided."
7521776930509589783,not harmful,The description is about a food recipe and does not contain any harmful content as per the provided framework.
7527750945023790358,not harmful,The description consists of emojis and numbers without any context suggesting harmful content. It does not fall under any of the harmful content categories listed.
7527750945023790358,not harmful,The description consists of emojis and numbers without any context suggesting harmful content. It does not fall under any of the harmful content categories listed.
7521776930509589783,not harmful,The description is about a food recipe and does not contain any harmful content as per the provided framework.
7529974595743681815,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7527750945023790358,not harmful,The description consists of emojis and numbers without any context suggesting harmful content.
7529933918921854230,not harmful,"The description translates to ""Trying to follow some of you back ❤️➡️"" and does not contain any harmful content as per the provided framework."
7529933918921854230,not harmful,"The description is in German and translates to ""Currently trying to follow some of you back ❤️➡️"". It does not contain any harmful content as per the provided framework."
7529976870197103886,unclear,"I'm sorry, but it seems like there is no video description provided for me to classify. Could you please provide the description of the TikTok video you would like me to evaluate?"
7529976870197103886,not harmful,No video description was provided to evaluate for harmful content.
7529933918921854230,not harmful,"The description is in German and translates to ""Currently trying to follow some of you back ❤️➡️"". It does not contain any harmful content as per the specified framework."
7528097665817595158,not harmful,"The description appears to be a personal message or dedication, likely expressing affection or remembrance. It does not contain any harmful content as per the specified framework."
7529933918921854230,not harmful,"The description is in German and translates to ""Currently trying to follow some of you back ❤️➡️"". It does not contain any harmful content as per the specified framework."
7529933918921854230,not harmful,"The description is in German and translates to ""Currently trying to follow some of you back ❤️➡️"". It does not contain any harmful content as per the provided framework."
7528133632318393622,not harmful,"The video descriptions provided do not contain any harmful content as per the specified framework. They are related to recipes, comedy, nightlife, and personal achievements, which are generally safe for all audiences, including minors."
7527703733271153942,not harmful,"The description is humorous and discusses buying a new swimsuit for surfing, which does not fall under any harmful content categories."
7504667813332716822,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a playful or humorous statement without harmful implications."
7529974595743681815,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7529189388408917270,not harmful,"The description is humorous and light-hearted, discussing a social situation and a chance encounter. There is no mention of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529189388408917270,not harmful,"The description is humorous and light-hearted, discussing a social situation and a chance encounter. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527750945023790358,not harmful,The description consists of emojis and numbers without any context suggesting harmful content. It does not fall under any of the harmful content categories listed.
7529542416383184150,not harmful,No video description was provided to evaluate for harmful content.
7528936530925112589,not harmful,"The description appears to be humorous and does not contain any references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529974595743681815,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7529976870197103886,not harmful,No description was provided to evaluate for harmful content.
7529542416383184150,not harmful,No description was provided to evaluate for harmful content.
7529974595743681815,not harmful,No video description was provided to evaluate for harmful content.
7529542416383184150,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7529542416383184150,unclear,"I'm sorry, but it seems like there is no video description provided for me to classify. Could you please provide the description of the TikTok video you would like me to evaluate?"
