link,video_id,harmful,reasoning
https://www.tiktok.com/@temp/video/7446523583960026390,7446523583960026390,harmful,"The video description mentions ""droghe"" (drugs), which falls under the category of Alcohol, Tobacco, and Drugs. This type of content can be harmful to minors as it may promote or normalize drug use."
https://www.tiktok.com/@temp/video/7499836724701367574,7499836724701367574,harmful,"The description suggests the discovery of drugs by the police, which falls under the category of content related to drugs, potentially exposing minors to harmful content."
https://www.tiktok.com/@temp/video/7515741420045602070,7515741420045602070,harmful,"The use of hashtags related to alcohol (#alcol, #bere) suggests content that may promote or depict alcohol consumption, which falls under the category of ""Alcohol, Tobacco, and Drugs."" This type of content can be harmful, especially to minors."
children,,,
https://www.tiktok.com/@temp/video/7530979068397784342,7530979068397784342,harmful,"The video description promotes bungee jumping, which falls under the category of Dangerous Activity and Challenges. Such content can encourage minors to engage in risky behavior without understanding the potential dangers involved."
https://www.tiktok.com/@temp/video/7530998554932825366,7530998554932825366,harmful,"The description includes content related to hacking and bypassing law enforcement, which falls under 'Integrity and Authenticity' as it promotes potentially illegal activities. This could be harmful to minors as it may encourage them to engage in or learn about illegal activities."
https://www.tiktok.com/@temp/video/7533231674411601174,7533231674411601174,harmful,"The description discusses a tragic accident at an amusement park where people were injured due to a mechanical failure, which could be distressing or shocking for minors."
https://www.tiktok.com/@temp/video/7525478611101502742,7525478611101502742,harmful,"The mention of ""jagermaister"" suggests the promotion or reference to alcohol, which can be harmful content for minors."
https://www.tiktok.com/@temp/video/7525712193053134088,7525712193053134088,harmful,"The description suggests that playgrounds are dangerous and implies a challenge or activity that could be risky, especially referencing ""Squid Game,"" which is known for depicting dangerous games. This could encourage minors to engage in unsafe behavior."
https://www.tiktok.com/@temp/video/7525764595445763350,7525764595445763350,harmful,"The phrase ""mi sento male"" translates to ""I feel bad"" in English, which could indicate distress or a potential reference to self-harm or suicidal thoughts. This type of content could be harmful to minors."
https://www.tiktok.com/@temp/video/7531304252568767766,7531304252568767766,harmful,"The description discusses the use of expired food products and lack of proper food safety measures, which can pose serious health risks to consumers. This content could encourage or normalize unsafe food handling practices, which is harmful, especially for minors who might not understand the risks involved."
https://www.tiktok.com/@temp/video/7532044654527794454,7532044654527794454,harmful,"The description includes hate speech and threats of violence, which can be distressing and harmful, especially to minors."
https://www.tiktok.com/@temp/video/7531421199528709398,7531421199528709398,harmful,"The phrase ""sei in vendita"" translates to ""you are for sale,"" which can imply human trafficking or exploitation, making it harmful content."
https://www.tiktok.com/@temp/video/7530281831581715734,7530281831581715734,harmful,"The use of the hashtag ""#perte"" (which translates to ""loss"" in English) could imply content related to weight loss or body image, which can promote disordered eating behaviors or unhealthy body image perceptions, especially among minors."
https://www.tiktok.com/@temp/video/7531848335192476950,7531848335192476950,harmful,"The description suggests that young people are involved in urban exploration of an abandoned hotel, which can be dangerous and encourage risky behavior among minors."
https://www.tiktok.com/@temp/video/7529203786896641302,7529203786896641302,harmful,"The description contains themes of emotional distress and potential self-harm, as it discusses feelings of loss, regret, and emotional instability. This could be harmful to minors who may be sensitive to such content."
https://www.tiktok.com/@temp/video/7519800077242715414,7519800077242715414,harmful,"The description includes a reference to ""l'Islam comanderà"" which can be interpreted as promoting hate speech or behavior, particularly if it is intended to incite fear or discrimination against a religious group. This type of content can be harmful, especially to minors, as it may promote intolerance or prejudice."
https://www.tiktok.com/@temp/video/7528575429469326614,7528575429469326614,harmful,"The description suggests a situation that led to an emergency room visit, which could imply dangerous activity or challenges. This type of content may encourage risky behavior among minors."
https://www.tiktok.com/@temp/video/7528543754412838166,7528543754412838166,harmful,"The description references ""roadkill,"" which can be considered shocking and graphic content. This type of content may not be suitable for minors as it involves the death of an animal."
https://www.tiktok.com/@temp/video/7529929351337348374,7529929351337348374,harmful,"The video description promotes beer, which is an alcoholic beverage, and could encourage underage drinking or appeal to minors."
https://www.tiktok.com/@temp/video/7530336010937437462,7530336010937437462,harmful,"The description promotes the use of spy cameras and secret recording, which can be associated with privacy violations and potentially illegal activities. This falls under the category of 'Integrity and Authenticity' as it encourages deceptive behavior."
https://www.tiktok.com/@temp/video/7519442047871274262,7519442047871274262,harmful,"The description includes ""#casinostreams,"" which suggests content related to gambling. Gambling is considered harmful content, especially for minors, as it can promote addictive behavior and financial risk."
https://www.tiktok.com/@temp/video/7533329373630352662,7533329373630352662,harmful,"The description discusses sexually suggestive content, which can be inappropriate for minors."
https://www.tiktok.com/@temp/video/7529607407559920918,7529607407559920918,harmful,"The phrase ""aiutatemi"" (help me) combined with the plea and hashtags could indicate a cry for help, potentially related to self-harm or suicidal thoughts, which is harmful content for minors."
https://www.tiktok.com/@temp/video/7529869875464998166,7529869875464998166,harmful,"This description can be classified under 'Harassment and Bullying' as it appears to encourage making someone cry, which is a form of bullying behavior."
https://www.tiktok.com/@temp/video/7531057443019836694,7531057443019836694,harmful,"The description suggests that the video involves performing a movie stunt, which could encourage viewers, especially minors, to attempt dangerous activities themselves."
https://www.tiktok.com/@temp/video/7529647037122366742,7529647037122366742,harmful,"The use of the hashtag ""#dead"" in conjunction with a person's name could imply content related to death, which may fall under the category of Suicide and Self-Harm or Shocking and Graphic Content. This could be distressing or harmful to minors."
https://www.tiktok.com/@temp/video/7533257429358857494,7533257429358857494,harmful,"The use of hashtags like #fakebodyy and #fakesituation can be indicative of content that may involve nudity, body exposure, or sexually suggestive content, which can be harmful to minors."
https://www.tiktok.com/@temp/video/7533384463401684246,7533384463401684246,harmful,"The mention of ""boiling water"" in a context that suggests it was used inappropriately or dangerously (e.g., related to a car breakdown) could encourage viewers to engage in similar risky behavior, which can be harmful, especially to minors."
search children,,,
https://www.tiktok.com/@temp/video/7497238138729876767,7497238138729876767,harmful,"The video description includes hashtags related to restrictive diets and low-calorie foods, which can promote disordered eating behaviors and negatively impact body image, especially among minors."
https://www.tiktok.com/@temp/video/7480999692629740822,7480999692629740822,harmful,"The description promotes rapid weight loss and focuses on achieving a ""flat stomach"" and ""quick weight loss,"" which can encourage unhealthy body image and disordered eating behaviors, especially among impressionable minors."
https://www.tiktok.com/@temp/video/7500312114255416598,7500312114255416598,harmful,"The video description includes hashtags related to weight loss and body image, such as ""perderepeso"" (lose weight) and ""panciapiatta"" (flat stomach), which can promote disordered eating and body image issues. This type of content can be harmful, especially to minors, as it may encourage unhealthy attitudes towards body image and weight loss."
https://www.tiktok.com/@temp/video/7526562321343253782,7526562321343253782,harmful,"The video promotes rapid weight loss and potentially unhealthy dieting practices, which can encourage disordered eating behaviors and negatively impact body image, especially among impressionable minors."
https://www.tiktok.com/@temp/video/7424548974671039776,7424548974671039776,harmful,"The description discusses starting cosmetic surgery at a young age and implies excessive use, which can promote disordered body image and potentially encourage minors to consider unnecessary or excessive cosmetic procedures."
https://www.tiktok.com/@temp/video/7484251141031660808,7484251141031660808,harmful,"The description references ""The Gauntlet Challenge,"" which is often associated with dangerous or disturbing content, including gore, which can be harmful for minors."
https://www.tiktok.com/@temp/video/7523351367012846870,7523351367012846870,harmful,"The description references the ""Blackout Challenge,"" which is a dangerous activity that can lead to self-harm or even death. This type of content is harmful, especially for minors, as it may encourage them to participate in risky behavior."
https://www.tiktok.com/@temp/video/7350377719894527262,7350377719894527262,harmful,"The description references ""dangerous challenges,"" which could encourage viewers, especially minors, to engage in or seek out risky behaviors that could harm them."
https://www.tiktok.com/@temp/video/7199644778131131654,7199644778131131654,harmful,"The description mentions a specific challenge, #cicatricefrancese, that is described as very dangerous and involves adolescents. This falls under the category of dangerous activities and challenges, which can be harmful to minors."
https://www.tiktok.com/@temp/video/7424838932812057889,7424838932812057889,harmful,"The description promotes a dangerous challenge involving inhaling toxic substances, which poses significant health risks and encourages harmful behavior, especially among minors."
https://www.tiktok.com/@temp/video/7449092716434033943,7449092716434033943,harmful,"The video description includes a disclaimer warning against attempting the actions depicted, indicating that the content involves potentially dangerous activities or stunts that could lead to serious injury or death if imitated. This type of content can be harmful, especially to minors who may not fully understand the risks involved."
https://www.tiktok.com/@temp/video/7181890581570931974,7181890581570931974,harmful,"The description suggests a tragic event occurred during a rally race, which could involve graphic or distressing content related to accidents or injuries, making it potentially harmful for minors."
https://www.tiktok.com/@temp/video/7526669250795228438,7526669250795228438,harmful,"The description suggests nudity, which falls under the category of nudity and body exposure, making it potentially inappropriate for minors."
https://www.tiktok.com/@temp/video/7528685120945966358,7528685120945966358,harmful,"The description suggests the video contains blood splashing effects, which can be considered graphic and potentially disturbing for minors."
https://www.tiktok.com/@temp/video/7388499345856810272,7388499345856810272,harmful,"The video description suggests using menstrual blood for watering plants, which could be considered shocking and graphic content. This type of content may not be suitable for minors and could promote unsafe practices."
https://www.tiktok.com/@temp/video/7526167574497856790,7526167574497856790,harmful,"The video description includes references to gambling, such as ""ludopatia"" (which means gambling addiction in Italian), ""casinò,"" and ""roulette."" This falls under the 'Gambling' category, which is considered harmful content, especially for minors."
https://www.tiktok.com/@temp/video/7471580907594337558,7471580907594337558,harmful,"The video description discusses gambling and suggests a method related to betting, which falls under the 'Gambling' category. This type of content can be harmful to minors as it may encourage gambling behavior."
https://www.tiktok.com/@temp/video/7516855735884565782,7516855735884565782,harmful,"The video description references gambling (""scommessa da 10€"") which falls under the 'Gambling' category of harmful content. This could potentially promote gambling behavior among minors."
https://www.tiktok.com/@temp/video/7498811585343933718,7498811585343933718,harmful,"The video description discusses gambling, which is a topic that can be harmful to minors. It highlights the risks associated with online gambling, which falls under the 'Gambling' category of harmful content."
https://www.tiktok.com/@temp/video/7520917355132718358,7520917355132718358,harmful,"The hashtags suggest a discussion about substances and dependency, which could involve drugs or alcohol, potentially exposing minors to harmful content related to substance abuse."
https://www.tiktok.com/@temp/video/7512367388290157846,7512367388290157846,harmful,"The description discusses drug consumption among young people, which falls under the category of content related to drugs. This type of content can be harmful to minors as it may influence or normalize drug use."
https://www.tiktok.com/@temp/video/7180313738807905542,7180313738807905542,harmful,"The description suggests content related to tobacco, which falls under the category of ""Alcohol, Tobacco, and Drugs."" This type of content can be harmful, especially to minors, as it may promote or normalize the use of tobacco products."
https://www.tiktok.com/@temp/video/7509247677180267798,7509247677180267798,harmful,"The hashtag ""alcol"" suggests the video may involve alcohol, which is considered harmful content for minors."
https://www.tiktok.com/@temp/video/7518006962731191574,7518006962731191574,harmful,"The description suggests a constant association with drinking, which promotes alcohol consumption and could be harmful, especially to minors."
https://www.tiktok.com/@temp/video/7244643307052191002,7244643307052191002,harmful,"The description includes references to alcohol consumption and potentially promotes excessive drinking, which falls under the 'Alcohol, Tobacco, and Drugs' category. This could be harmful to minors as it may encourage underage drinking or irresponsible alcohol use."
